occupation	occupationLabelSv	occupationLabelEn	occupationLabelDe
http://www.wikidata.org/entity/Q4988856	hebraist	Hebraist	Hebraist
http://www.wikidata.org/entity/Q158950	underofficer	non-commissioned officer	Unteroffizier
http://www.wikidata.org/entity/Q160117	mäklare	broker	Makler
http://www.wikidata.org/entity/Q1209498	diktarjurist	poet lawyer	Dichterjurist
http://www.wikidata.org/entity/Q1208613	diamantslipare	diamond cutter	Diamantschleifer
http://www.wikidata.org/entity/Q2462658	manager	manager	Manager
http://www.wikidata.org/entity/Q2374149	botaniker	botanist	Botaniker
http://www.wikidata.org/entity/Q168559	politisk kommissarie	political commissar	Politoffizier
http://www.wikidata.org/entity/Q1155838	korrespondent	correspondent	Korrespondent
http://www.wikidata.org/entity/Q1156525	Dabbawala	Dabbawala	Dabbawala
http://www.wikidata.org/entity/Q1227197	socialpedagog	Social pedagogue	Diplom-Sozialpädagoge
http://www.wikidata.org/entity/Q177529	överborgmästare	burgomaster	Bürgermeister
http://www.wikidata.org/entity/Q178197	legosoldat	mercenary	Söldner
http://www.wikidata.org/entity/Q187865	antikvarie	antiquarian seller	Antiquar
http://www.wikidata.org/entity/Q187031	tidningspojke	newspaper delivery	Zeitungsbote
http://www.wikidata.org/entity/Q188094	nationalekonom	economist	Wirtschaftswissenschaftler
http://www.wikidata.org/entity/Q4696968	aikidoutövare	aikidoka	Aikidoka
http://www.wikidata.org/entity/Q5060555	dräng	farmworker	Knecht
http://www.wikidata.org/entity/Q1136290	dragoman	Dragoman	Dragoman
http://www.wikidata.org/entity/Q1138622	seneskalk	seneschal	Seneschall
http://www.wikidata.org/entity/Q1162163	direktör	director	Leiter
http://www.wikidata.org/entity/Q1154500	väderpresentatör	weather presenter	Wettermoderator
http://www.wikidata.org/entity/Q1153622	kunoichi	kunoichi	Kunoichi
http://www.wikidata.org/entity/Q9648008	banjoist	banjoist	Banjospieler
http://www.wikidata.org/entity/Q5121444	underrättelseofficer	intelligence officer	Geheimdienstoffizier
http://www.wikidata.org/entity/Q5090503	kemitekniker	chemical technologist	Chemotechnologe
http://www.wikidata.org/entity/Q1148872	imitatör	impressionist	Imitator
http://www.wikidata.org/entity/Q1149029	systemintegrator	systems integrator	Systemintegrator
http://www.wikidata.org/entity/Q175151	tryckare	printer	Drucker
http://www.wikidata.org/entity/Q173950	konsthandlare	art dealer	Kunsthändler
http://www.wikidata.org/entity/Q5137571	baskettränare	basketball coach	Basketballtrainer
http://www.wikidata.org/entity/Q5137576	ishockeytränare	ice hockey coach	Eishockeytrainer
http://www.wikidata.org/entity/Q1183704	dekorationsmålare	decorative painter	Dekorationsmaler
http://www.wikidata.org/entity/Q1191511	konditor	pastry chef	Pâtissier
http://www.wikidata.org/entity/Q1186921	basebolltränare	baseball manager	Field Manager
http://www.wikidata.org/entity/Q1191329	pianostämmare	piano tuner	Klavierstimmer
http://www.wikidata.org/entity/Q1187884	programpresentatör	continuity announcer	Programmsprecher
http://www.wikidata.org/entity/Q1193763	marknadsföringsmodell	promotional model	Hostess
http://www.wikidata.org/entity/Q1197144	Silovik	silovik	Silowiki
http://www.wikidata.org/entity/Q9017214	karateutövare	karateka	Karateka
http://www.wikidata.org/entity/Q9149093	alpinist	mountaineer	Bergsteiger
http://www.wikidata.org/entity/Q2516852	litteraturredaktör	literary editor	Verlagslektor
http://www.wikidata.org/entity/Q2514216	samverkansofficer	Liaison officer	Verbindungsoffizier
http://www.wikidata.org/entity/Q2505739	hispanist	hispanist	Hispanist
http://www.wikidata.org/entity/Q1234713	teolog	theologian	Theologe
http://www.wikidata.org/entity/Q1231907	stiftspräst	diocesan priest	Diözesanpriester
http://www.wikidata.org/entity/Q9352089	spion	spy	Spion
http://www.wikidata.org/entity/Q176637	pantbank	pawnbroker	Pfandhaus
http://www.wikidata.org/entity/Q175301	talskrivare	speechwriter	Redenschreiber
http://www.wikidata.org/entity/Q10429346	bibliograf	bibliographer	Bibliograph
http://www.wikidata.org/entity/Q10429561	bildpedagog	drawing teacher	Zeichenlehrer
http://www.wikidata.org/entity/Q178521	cowboy	cowboy	Cowboy
http://www.wikidata.org/entity/Q2516866	förläggare	publisher	Verleger
http://www.wikidata.org/entity/Q5121550	judaistiker	Judaic scholar	Judaist
http://www.wikidata.org/entity/Q2526255	filmregissör	film director	Filmregisseur
http://www.wikidata.org/entity/Q5322166	formgivare	designer	Designer
http://www.wikidata.org/entity/Q2487799	mykolog	mycologist	Mykologe
http://www.wikidata.org/entity/Q2465611	kartläsare	co-driver	Beifahrer
http://www.wikidata.org/entity/Q2486919	fanbärare	standard-bearer	Standardträger
http://www.wikidata.org/entity/Q2468727	antikvetare	classical scholar	Altertumswissenschaftler
http://www.wikidata.org/entity/Q13381428	längdhoppare	long jumper	Weitspringer
http://www.wikidata.org/entity/Q13381458	dressyrryttare	dressage rider	Dressurreiter
http://www.wikidata.org/entity/Q5371902	cembalist	harpsichordist	Cembalist
http://www.wikidata.org/entity/Q9363889	litterär översättare	literary translator	Literaturübersetzer
http://www.wikidata.org/entity/Q9379869	föreläsare	lecturer	Vortragsredner
http://www.wikidata.org/entity/Q10334002	musikterapeut	music therapist	Musiktherapeut
http://www.wikidata.org/entity/Q10333969	museolog	museologist	Museologe
http://www.wikidata.org/entity/Q5352191	tekniker	technician	Techniker
http://www.wikidata.org/entity/Q169180	ombudsman	ombudsman	Ombudsmann
http://www.wikidata.org/entity/Q5197818	cybernetiker	cyberneticist	Kybernetiker
http://www.wikidata.org/entity/Q2504617	romanist	romanist	Romanist
http://www.wikidata.org/entity/Q2560008	reklamchef	advertising manager	Werbeleiter
http://www.wikidata.org/entity/Q2552072	histolog	histologist	Histologe
http://www.wikidata.org/entity/Q2556193	vinkritiker	wine critic	Weinkritiker
http://www.wikidata.org/entity/Q2552738	produktchef	product manager	Produktmanager
http://www.wikidata.org/entity/Q2557481	kommunikationsrådgivare	communications adviser	Kommunikationsberater
http://www.wikidata.org/entity/Q1221610	kusk	coachman	Kutscher
http://www.wikidata.org/entity/Q1225716	ornitolog	ornithologist	Ornithologe
http://www.wikidata.org/entity/Q1210069	general manager	general manager	Geschäftsführer
http://www.wikidata.org/entity/Q10428635	beridare	riding master	Bereiter
http://www.wikidata.org/entity/Q10379007	teatervetare	theatrologist	Theaterwissenschaftler
http://www.wikidata.org/entity/Q10426592	barpianist	bar pianist	Barpianist
http://www.wikidata.org/entity/Q1238570	statsvetare	political scientist	Politikwissenschaftler
http://www.wikidata.org/entity/Q1235146	dokumentärfilmare	documentary filmmaker	Dokumentarfilmer
http://www.wikidata.org/entity/Q1229025	typograf	typographer	Typograf
http://www.wikidata.org/entity/Q1231865	pedagog	pedagogue	Pädagoge
http://www.wikidata.org/entity/Q13365770	kopparstickare	copperplate engraver	Kupferstecher
http://www.wikidata.org/entity/Q13342461	hunduppfödare	dog breeder	Hundezüchter
http://www.wikidata.org/entity/Q13365201	handbollstränare	handball coach	Handballtrainer
http://www.wikidata.org/entity/Q5287861	CTO	chief technology officer	Chief Technical Officer
http://www.wikidata.org/entity/Q5280566	kommunikationsdirektör	director of communications	Kommunikationsdirektor
http://www.wikidata.org/entity/Q10295465	hydrograf	hydrographer	Hydrograph
http://www.wikidata.org/entity/Q5436767	moderedaktör	fashion editor	Modedesigner
http://www.wikidata.org/entity/Q5403434	etiker	ethicist	Ethiker
http://www.wikidata.org/entity/Q5420222	utställningsdesigner	exhibition designer	Ausstellungsgestalter
http://www.wikidata.org/entity/Q5436793	Fashionista	fashionista	fashionista
http://www.wikidata.org/entity/Q195651	hisskötare	elevator operator	Liftboy
http://www.wikidata.org/entity/Q1283397	ädelstenslipare	gemcutter	Edelsteinschleifer
http://www.wikidata.org/entity/Q1246370	gråterska	professional mourning	Klageweib
http://www.wikidata.org/entity/Q1240788	chef	supervisor	Vorgesetzter
http://www.wikidata.org/entity/Q1241672	donkeyman	donkeyman	Donkeyman
http://www.wikidata.org/entity/Q1298794	dubbningsregissör	dubbing director	Synchronregisseur
http://www.wikidata.org/entity/Q1308239	inköpare	buyer	Einkäufer
http://www.wikidata.org/entity/Q1302317	handbollsdomare	handball referee	Handballschiedsrichter
http://www.wikidata.org/entity/Q193391	diplomat	diplomat	Diplomat
http://www.wikidata.org/entity/Q191493	sommelier	sommelier	Weinkellner
http://www.wikidata.org/entity/Q188610	desktop publishing	desktop publishing	Desktop-Publishing
http://www.wikidata.org/entity/Q1293108	diktare	Dichter	Dichter
http://www.wikidata.org/entity/Q1294787	hantverkare	artisan	Handwerker
http://www.wikidata.org/entity/Q1293580	primicerius	Primicerius	Primicerius
http://www.wikidata.org/entity/Q191633	mangaka	mangaka	Mangaka
http://www.wikidata.org/entity/Q13219447	sportjournalist	sports journalist	Sportjournalist
http://www.wikidata.org/entity/Q13219424	tennistränare	tennis coach	Tennistrainer
http://www.wikidata.org/entity/Q2640827	gynekolog	gynaecologist	Gynäkologe
http://www.wikidata.org/entity/Q1281618	skulptör	sculptor	Bildhauer
http://www.wikidata.org/entity/Q1278335	instrumentalist	instrumentalist	Instrumentalmusiker
http://www.wikidata.org/entity/Q178816	barista	barista	Barista
http://www.wikidata.org/entity/Q179985	aktuarie	actuary	Aktuar
http://www.wikidata.org/entity/Q2519376	smyckesformgivare	jewelry designer	Schmuckdesigner
http://www.wikidata.org/entity/Q2518689	helare	healer	Heilkundler
http://www.wikidata.org/entity/Q1261521	telefonist	switchboard operator	Telefonist
http://www.wikidata.org/entity/Q1255632	fjärtare	flatulist	Kunstfurzer
http://www.wikidata.org/entity/Q1256173	spinndoktor	spin doctor	Spin-Doctor
http://www.wikidata.org/entity/Q1340643	byggmästare	master builder	Baumeister
http://www.wikidata.org/entity/Q1339677	talangscout	scout	Scout
http://www.wikidata.org/entity/Q2548714	programskapare	program maker	Programmdirektor
http://www.wikidata.org/entity/Q2544530	porträttfotograf	portrait photographer	Porträtfotograf
http://www.wikidata.org/entity/Q2664461	concierge	concierge	Concierge
http://www.wikidata.org/entity/Q2664701	juridisk rådgivare	jurist-consultant	Rechtsberater
http://www.wikidata.org/entity/Q10349745	racerbilförare	racing automobile driver	Autorennfahrer
http://www.wikidata.org/entity/Q10355417	marknadsförare	advertising person	Werbefachmann
http://www.wikidata.org/entity/Q5758653	gymnasielärare	high school teacher	Lehrer an Sekundarschule
http://www.wikidata.org/entity/Q2588761	yrkesman	tradesperson	Handelsmann
http://www.wikidata.org/entity/Q2596569	hushållerska	housekeeper	Haushälter
http://www.wikidata.org/entity/Q1251349	livmedikus	personal physician	Leibarzt
http://www.wikidata.org/entity/Q1250916	krigare	warrior	Krieger
http://www.wikidata.org/entity/Q13382981	rodelåkare	luger	Rennrodler
http://www.wikidata.org/entity/Q13382608	längdskidåkare	cross-country skier	Skilangläufer
http://www.wikidata.org/entity/Q1265807	informationsforskare	information scientist	Informationswissenschaftler
http://www.wikidata.org/entity/Q2560600	verktygsmakare	tool and die maker	Werkzeugmacher
http://www.wikidata.org/entity/Q13382355	bågskytt	archer	Bogenschütze
http://www.wikidata.org/entity/Q13382122	höjdhoppare	high jumper	Hochspringer
http://www.wikidata.org/entity/Q13210922	turkolog	turkologist	Turkologe
http://www.wikidata.org/entity/Q13218361	hästpolospelare	polo player	Polospieler
http://www.wikidata.org/entity/Q13381572	artistisk gymnast	artistic gymnast	Geräteturner
http://www.wikidata.org/entity/Q13381689	diskuskastare	discus thrower	Diskuswerfer
http://www.wikidata.org/entity/Q13381753	medeldistanslöpare	middle-distance runner	Mittelstreckenläufer
http://www.wikidata.org/entity/Q5482740	programmerare	programmer	Programmierer
http://www.wikidata.org/entity/Q13382460	maratonlöpare	marathon runner	Marathonläufer
http://www.wikidata.org/entity/Q13382519	bordtennisspelare	table tennis player	Tischtennisspieler
http://www.wikidata.org/entity/Q13382487	vindsurfare	windsurfer	Windsurfer
http://www.wikidata.org/entity/Q2824523	styrelseledamot	board member	Vorstandsmitglied
http://www.wikidata.org/entity/Q2775569	lokförare	train driver	Lokomotivführer
http://www.wikidata.org/entity/Q2743689	auktionsutropare	auctioneer	Auktionator
http://www.wikidata.org/entity/Q2752318	kosmetolog	cosmetologist	Kosmetologe
http://www.wikidata.org/entity/Q2600526	yogainstruktör	yoga instructor	Yogalehrer
http://www.wikidata.org/entity/Q2623293	tetrark	tetrarch	Tetrarch
http://www.wikidata.org/entity/Q2599593	germanist	German scholar	Germanist
http://www.wikidata.org/entity/Q5716684	dansare	dancer	Tänzer
http://www.wikidata.org/entity/Q5697103	antikvarie	antiquarian	Antiquar
http://www.wikidata.org/entity/Q1350189	egyptolog	egyptologist	Ägyptologe
http://www.wikidata.org/entity/Q13414980	utövare av australisk fotboll	Australian rules football player	Australian-Football-Spieler
http://www.wikidata.org/entity/Q13415036	rugbyspelare	rugby player	Rugbyspieler
http://www.wikidata.org/entity/Q10540773	jonglör	juggler	Jongleur
http://www.wikidata.org/entity/Q10509151	grundskollärare	primary school teacher	Grundschullehrer
http://www.wikidata.org/entity/Q10516100	hakam	hakam	Hakam
http://www.wikidata.org/entity/Q10527380	Husfru	Husfru	Husfru
http://www.wikidata.org/entity/Q10524313	hippolog	hippologist	Hippologe
http://www.wikidata.org/entity/Q10535700	innebandydomare	floorball referee	Unihockeyschiedsrichter
http://www.wikidata.org/entity/Q10503782	generalagent	insurance general agent	Versicherungsgeneralagent
http://www.wikidata.org/entity/Q1338165	inkastare	barker	Rekommandeur
http://www.wikidata.org/entity/Q1328323	funktionär	functionary	Funktionär
http://www.wikidata.org/entity/Q5762300	bildmanustecknare	storyboard artist	Storyboard-Zeichner
http://www.wikidata.org/entity/Q5770349	plastikkirurg	plastic surgeon	plastischer Chirurg
http://www.wikidata.org/entity/Q10701548	travkusk	harness racer	trabrennfahrer
http://www.wikidata.org/entity/Q13383011	bobåkare	bobsledder	Bobfahrer
http://www.wikidata.org/entity/Q13393921	pionjär	pioneer	Pionier
http://www.wikidata.org/entity/Q13388442	skeletonåkare	skeleton racer	Skeletonfahrer
http://www.wikidata.org/entity/Q13388586	softbollsspelare	softball player	Softballspieler
http://www.wikidata.org/entity/Q5589126	statlig agent	government agent	Regierungsagent
http://www.wikidata.org/entity/Q2732142	statistiker	statistician	Statistiker
http://www.wikidata.org/entity/Q2643890	vokalist	vocalist	Vokalist
http://www.wikidata.org/entity/Q2661159	vigselförrättare	wedding officiant	Trauungsleiter
http://www.wikidata.org/entity/Q10674561	specialpedagog	special pedagogue	Spezialpädagog
http://www.wikidata.org/entity/Q10694573	textilkonstnär	textile artist	Textilkünstler
http://www.wikidata.org/entity/Q10672931	socialpsykolog	social psychologist	Sozialpsychologe
http://www.wikidata.org/entity/Q10691728	teckenspråkstolk	sign language interpreter	Gebärdendolmetscher
http://www.wikidata.org/entity/Q10833314	tennisspelare	tennis player	Tennisspieler
http://www.wikidata.org/entity/Q10669499	sjöofficer	naval officer	Marineoffizier
http://www.wikidata.org/entity/Q10798782	TV-skådespelare	television actor	Fernsehschauspieler
http://www.wikidata.org/entity/Q13382533	taekwondoutövare	taekwondo athlete	Taekwondoka
http://www.wikidata.org/entity/Q6051619	publicist	opinion journalist	Publizist
http://www.wikidata.org/entity/Q6060450	fallskärmshoppare	skydiver	Fallschirmspringer
http://www.wikidata.org/entity/Q10501288	företagare	entrepreneur	Unternehmer
http://www.wikidata.org/entity/Q10501929	Gagman	Gagman	Gagman
http://www.wikidata.org/entity/Q10497074	flygingenjör	aerospace engineer	Flugingenieur
http://www.wikidata.org/entity/Q10500764	Fängelsepräst	prison chaplain	Gefängnisseelsorger
http://www.wikidata.org/entity/Q1391344	specialist	specialist	Fachkraft
http://www.wikidata.org/entity/Q1391083	yrkesman	skilled worker	Facharbeiter
http://www.wikidata.org/entity/Q1391360	sopåkare	waste collector	Fachkraft für Kreislauf- und Abfallwirtschaft
http://www.wikidata.org/entity/Q2629392	dockspelare	puppeteer	Puppenspieler
http://www.wikidata.org/entity/Q2632248	islamsk präst	akhoond	Akhoond
http://www.wikidata.org/entity/Q6041302	neuropsykolog	neuropsychologist	Neuropsychologe
http://www.wikidata.org/entity/Q6005272	massör	massage therapist	Masseur
http://www.wikidata.org/entity/Q1314140	röstskådespelare	audio drama actor	Hörspielsprecher
http://www.wikidata.org/entity/Q1326886	elektroingenjör	electrical engineer	Elektroingenieur
http://www.wikidata.org/entity/Q1318449	natural horsemanship	natural horsemanship	Pferdeflüsterer
http://www.wikidata.org/entity/Q1319376	iskarl	iceman	Eishändler
http://www.wikidata.org/entity/Q1318390	radiotelegrafist	radio operator	Funker
http://www.wikidata.org/entity/Q6147194	färgare	dyer	Färber
http://www.wikidata.org/entity/Q6105867	konditor	pastry maker	Konditor
http://www.wikidata.org/entity/Q6308672	domprost	cathedral provost	Domprobst
http://www.wikidata.org/entity/Q13382603	backhoppare	ski jumper	Skispringer
http://www.wikidata.org/entity/Q13382566	kanotist	canoeist	Kanute
http://www.wikidata.org/entity/Q13382605	utövare av nordisk kombination	Nordic combined skier	Nordischer Kombinierer
http://www.wikidata.org/entity/Q10726370	regionåklagare	state's attorney	Staatsanwalt
http://www.wikidata.org/entity/Q10709550	ungdomsledare	youth leader	Jugendarbeiter
http://www.wikidata.org/entity/Q10712100	Valackare	castrator	Viehverschneider
http://www.wikidata.org/entity/Q2727289	sumobrottare	rikishi	Sumōringer
http://www.wikidata.org/entity/Q2730732	ryttare	equestrian	Reiter
http://www.wikidata.org/entity/Q13219587	konståkare	figure skater	Eiskunstläufer
http://www.wikidata.org/entity/Q13235160	producent	manufacturer	Produzent
http://www.wikidata.org/entity/Q13464497	stavhoppare	pole vaulter	Stabhochspringer
http://www.wikidata.org/entity/Q13474373	fribrottare	professional wrestler	Profi-Wrestler
http://www.wikidata.org/entity/Q2700922	urmakare	clockmaker	Uhrmacher (größere Uhren)
http://www.wikidata.org/entity/Q2702296	datorspelsproducent	video game producer	Computerspielproduzent
http://www.wikidata.org/entity/Q13416354	mineralog	mineralogist	Mineraloge
http://www.wikidata.org/entity/Q13416803	epidemiolog	epidemiologist	Epidemiologe
http://www.wikidata.org/entity/Q10872101	anatom	anatomist	Anatom
http://www.wikidata.org/entity/Q10871364	basebollspelare	baseball player	Baseballspieler
http://www.wikidata.org/entity/Q6500773	allmänläkare	general practitioner	Hausarzt
http://www.wikidata.org/entity/Q2722764	radioprogramledare	radio personality	Hörfunkmoderator
http://www.wikidata.org/entity/Q2705098	tarento	tarento	Tarento
http://www.wikidata.org/entity/Q5997943	reumatolog	rheumatologist	Rheumatologe
http://www.wikidata.org/entity/Q13418253	filolog	philologist	Philologe
http://www.wikidata.org/entity/Q1371914	solist	soloist	Solist
