occupation	occupationLabelSv	occupationLabelEn	occupationLabelDe
http://www.wikidata.org/entity/Q215536	köpman	merchant	Kaufmann
http://www.wikidata.org/entity/Q236979	skeppsmäklare	shipbroker	Schiffsmakler
http://www.wikidata.org/entity/Q836904	bryggare	brewer	Brauer und Mälzer
http://www.wikidata.org/entity/Q836328	svetsare	welder	Schweißer
http://www.wikidata.org/entity/Q488205	singer-songwriter	singer-songwriter	Singer-Songwriter
http://www.wikidata.org/entity/Q247797	tulltjänsteman	customs officer	Zollbeamter
http://www.wikidata.org/entity/Q252924	VVS-montör	plumber	Installateur
http://www.wikidata.org/entity/Q838476	sportchef	sporting director	Sportlicher Leiter
http://www.wikidata.org/entity/Q846750	jockey	jockey	Jockey
http://www.wikidata.org/entity/Q846430	futurolog	futurist	Futurologe
http://www.wikidata.org/entity/Q33231	fotograf	photographer	Fotograf
http://www.wikidata.org/entity/Q475604	lots	maritime pilot	Lotse
http://www.wikidata.org/entity/Q472898	amma	wet nurse	Amme
http://www.wikidata.org/entity/Q484876	verkställande direktör	chief executive officer	Chief Executive Officer
http://www.wikidata.org/entity/Q212980	psykolog	psychologist	Psychologe
http://www.wikidata.org/entity/Q222982	flygaräss	flying ace	Fliegerass
http://www.wikidata.org/entity/Q694116	mjölnare	miller	Müller
http://www.wikidata.org/entity/Q694579	hovslagare	farrier	Hufschmied
http://www.wikidata.org/entity/Q683476	ekonomisk rådgivare	financial adviser	Finanzberater
http://www.wikidata.org/entity/Q680928	vakt	guard	Wächter
http://www.wikidata.org/entity/Q39018	kejsare	emperor	Kaiser
http://www.wikidata.org/entity/Q702997	kapo	Kapo	Kapo
http://www.wikidata.org/entity/Q705908	agent (handel)	commercial agent	Handelsvertreter
http://www.wikidata.org/entity/Q706364	art director	art director	Artdirector
http://www.wikidata.org/entity/Q384593	polis	police officer	Polizist
http://www.wikidata.org/entity/Q381353	femme de lettres	woman of letters	Briefkorrespondentin
http://www.wikidata.org/entity/Q829064	yrkessoldat	career soldier	Berufssoldat
http://www.wikidata.org/entity/Q829020	busschaufför	bus driver	Busfahrer
http://www.wikidata.org/entity/Q842782	detektiv	detective	Detektiv
http://www.wikidata.org/entity/Q839935	manusdoktor	script doctor	Scriptdoktor
http://www.wikidata.org/entity/Q808266	bartender	bartender	Barkeeper
http://www.wikidata.org/entity/Q806805	banktjänsteman	bank teller	Bankkaufmann
http://www.wikidata.org/entity/Q856887	väktare	security guard	Sicherheitsdienst
http://www.wikidata.org/entity/Q219477	missionär	missionary	Missionar
http://www.wikidata.org/entity/Q222836	musikförläggare	music publisher	Musikverleger
http://www.wikidata.org/entity/Q443169	kallskänka	garde manger	Gardemanger
http://www.wikidata.org/entity/Q437470	personlig assistans	personal care assistant	Altenpfleger
http://www.wikidata.org/entity/Q432425	färdmekaniker	flight engineer	Flugingenieur
http://www.wikidata.org/entity/Q437512	vävare	weaver	Weber
http://www.wikidata.org/entity/Q832136	affärsansvarig	business manager	Betriebswirt
http://www.wikidata.org/entity/Q833860	hembiträde	maid	Magd
http://www.wikidata.org/entity/Q831831	företagshälsovård	occupational physician	Betriebsarzt
http://www.wikidata.org/entity/Q245068	komiker	comedian	Komiker
http://www.wikidata.org/entity/Q688576	skatterådgivare	tax advisor	Steuerberater
http://www.wikidata.org/entity/Q689045	automationstekniker	automatician	Automatiker
http://www.wikidata.org/entity/Q691167	dispaschör	claims adjuster	Dispacheur
http://www.wikidata.org/entity/Q242468	skräddare	tailor	Schneider
http://www.wikidata.org/entity/Q674067	pantomimartist	mime artist	Pantomime
http://www.wikidata.org/entity/Q674426	kurator	curator	Kurator
http://www.wikidata.org/entity/Q519076	fastighetsmäklare	real estate broker	Immobilienmakler
http://www.wikidata.org/entity/Q37226	lärare	teacher	Lehrer
http://www.wikidata.org/entity/Q38142	samuraj	samurai	Samurai
http://www.wikidata.org/entity/Q254651	navigatör	navigator	Navigator
http://www.wikidata.org/entity/Q259327	badvakt	lifeguard	Rettungsschwimmer
http://www.wikidata.org/entity/Q516463	heraldiker	heraldist	Heraldiker
http://www.wikidata.org/entity/Q511054	griot	griot	Griot
http://www.wikidata.org/entity/Q501700	kontraspionage	counterintelligence	Spionageabwehr
http://www.wikidata.org/entity/Q500251	skeppsredare	ship-owner	Reeder
http://www.wikidata.org/entity/Q42973	arkitekt	architect	Architekt
http://www.wikidata.org/entity/Q42909	reporter	reporter	Reporter
http://www.wikidata.org/entity/Q42857	profet	prophet	Prophet
http://www.wikidata.org/entity/Q41674	webbansvarig	webmaster	Webmaster
http://www.wikidata.org/entity/Q849424	sjökapten	ship captain	Kapitän
http://www.wikidata.org/entity/Q851436	livvakt	bodyguard	Personenschutz
http://www.wikidata.org/entity/Q485178	analytiker	analyst	Analyst
http://www.wikidata.org/entity/Q41583	tränare	coach	Trainer
http://www.wikidata.org/entity/Q40348	advokat	lawyer	Rechtsanwalt
http://www.wikidata.org/entity/Q278919	litterär agent	literary agent	Literaturagent
http://www.wikidata.org/entity/Q273108	kondottiär	condottiero	Condottiere
http://www.wikidata.org/entity/Q278138	mjölkbud	milkman	Milchmann
http://www.wikidata.org/entity/Q49757	poet	poet	Dichter
http://www.wikidata.org/entity/Q859528	fotbollsdomare	association football referee	Fußballschiedsrichter
http://www.wikidata.org/entity/Q862632	flygledare	air traffic controller	Fluglotse
http://www.wikidata.org/entity/Q491656	fakir	Fakir	Fakir
http://www.wikidata.org/entity/Q490253	professionell golfspelare	professional golfer	Berufsgolfer
http://www.wikidata.org/entity/Q270389	nyhetsankare	news presenter	Nachrichtensprecher
http://www.wikidata.org/entity/Q282718	mosaikkonstnär	mosaicist	Mosaizist
http://www.wikidata.org/entity/Q288728	målare	painter and varnisher	Maler und Lackierer
http://www.wikidata.org/entity/Q285759	försäkringsmäklare	insurance broker	Versicherungsmakler
http://www.wikidata.org/entity/Q466640	hästtränare	horse trainer	Pferdewirt
http://www.wikidata.org/entity/Q446966	konservator	conservator	Konservator
http://www.wikidata.org/entity/Q450202	gitarrbyggare	guitar maker	Gitarrenbauer
http://www.wikidata.org/entity/Q508743	sofer	sofer	Sofer
http://www.wikidata.org/entity/Q508846	lastbilschaufför	truck driver	Fernfahrer
http://www.wikidata.org/entity/Q506126	sotare	chimney sweep	Schornsteinfeger
http://www.wikidata.org/entity/Q852718	plåtslagare	whitesmith	Spengler
http://www.wikidata.org/entity/Q852389	biodlare	beekeeper	Imker
http://www.wikidata.org/entity/Q266750	medicinman	medicine man	Medizinmann
http://www.wikidata.org/entity/Q267640	amatörforskare	independent scholar	Privatgelehrter
http://www.wikidata.org/entity/Q264323	kammarherre	chamberlain	Kammerherr
http://www.wikidata.org/entity/Q752129	astrofysiker	astrophysicist	Astrophysiker
http://www.wikidata.org/entity/Q748645	skeppsklarerare	shipping agent	Schiffsmakler
http://www.wikidata.org/entity/Q749813	doula	doula	Doula
http://www.wikidata.org/entity/Q744738	encyklopedist	encyclopédistes	Enzyklopädist
http://www.wikidata.org/entity/Q742628	underläkare	Assistant physician	Assistenzarzt
http://www.wikidata.org/entity/Q322898	djurskötare	zookeeper	Tierpfleger
http://www.wikidata.org/entity/Q713200	artist	performing artist	darstellender Künstler
http://www.wikidata.org/entity/Q885122	pianobyggare	piano maker	Klavier- und Cembalobauer
http://www.wikidata.org/entity/Q883211	kommundirektör	municipal clerk	Stadtschreiber
http://www.wikidata.org/entity/Q559597	ebenist	cabinetmaker	Ebenist
http://www.wikidata.org/entity/Q551835	författare och läkare	physician writer	Dichterarzt
http://www.wikidata.org/entity/Q878295	plattsättare	tiler	Fliesenleger
http://www.wikidata.org/entity/Q878553	IT-forensik	computer forensics	Computerforensik
http://www.wikidata.org/entity/Q877558	Kommittent	consignor	Spediteur
http://www.wikidata.org/entity/Q253567	lärling	apprentice	Auszubildender
http://www.wikidata.org/entity/Q868069	torpare	tenant farmer	Häusler
http://www.wikidata.org/entity/Q874894	dekoratör	window dresser	Schauwerbegestalter
http://www.wikidata.org/entity/Q876864	redaktör	contributing editor	Redakteur
http://www.wikidata.org/entity/Q45199	sjöman	sailor	Seemann
http://www.wikidata.org/entity/Q578109	TV-producent	television producer	Fernsehproduzent
http://www.wikidata.org/entity/Q540391	Dominatrix	professional dominatrix	Domina
http://www.wikidata.org/entity/Q537575	dödgrävare	gravedigger	Totengräber
http://www.wikidata.org/entity/Q901222	instruktör	tutor	Nachhilfe
http://www.wikidata.org/entity/Q901402	geograf	geographer	Geograph
http://www.wikidata.org/entity/Q47064	militär	military personnel	Militär
http://www.wikidata.org/entity/Q864503	biolog	biologist	Biologe
http://www.wikidata.org/entity/Q864835	biotekniker	biotechnologist	Biotechniker
http://www.wikidata.org/entity/Q865851	supermodell	supermodel	Supermodel
http://www.wikidata.org/entity/Q520549	geolog	geologist	Geologe
http://www.wikidata.org/entity/Q520895	grovplåtslagare	boilermaker	Kesselschmied
http://www.wikidata.org/entity/Q726710	lekman	laic	Laie
http://www.wikidata.org/entity/Q325380	ståthållare	Stadtholder	Statthalter
http://www.wikidata.org/entity/Q323336	kommissionär	factor	Kommissionär
http://www.wikidata.org/entity/Q706835	bilmekaniker	auto mechanic	Kfz-Mechatroniker
http://www.wikidata.org/entity/Q707492	stabschef	chief of staff	Stabschef
http://www.wikidata.org/entity/Q736415	konferencier	conferencier	Conférencier
http://www.wikidata.org/entity/Q497240	konferencier	master of ceremonies	MC
http://www.wikidata.org/entity/Q497294	lepidopterist	lepidopterist	Lepidopterologe
http://www.wikidata.org/entity/Q500097	hundspannsförare	musher	Musher
http://www.wikidata.org/entity/Q911554	industrialist	business magnate	Tycoon
http://www.wikidata.org/entity/Q753110	låtskrivare	songwriter	Songschreiber
http://www.wikidata.org/entity/Q899758	violast	violist	Bratschist
http://www.wikidata.org/entity/Q897317	vinodlare	winegrower	Winzer
http://www.wikidata.org/entity/Q289612	byggmästare	general contractor	Generalunternehmer
http://www.wikidata.org/entity/Q290655	atomspion	atomic spy	Atomspion
http://www.wikidata.org/entity/Q294126	lantmätare	land surveyor	Landvermesser
http://www.wikidata.org/entity/Q863368	spelprogrammerare	game programmer	Spieleprogrammierer
http://www.wikidata.org/entity/Q864380	biograf	biographer	Biograf
http://www.wikidata.org/entity/Q730242	testpilot	test pilot	Testpilot
http://www.wikidata.org/entity/Q728973	kohen	Kohen	Kohanim
http://www.wikidata.org/entity/Q728425	aeronaut	balloonist	Ballonfahrer
http://www.wikidata.org/entity/Q302691	militärattaché	military attaché	Militärattaché
http://www.wikidata.org/entity/Q931732	posek	Posek	Dezisor
http://www.wikidata.org/entity/Q935666	sminkör	make-up artist	Maskenbildner
http://www.wikidata.org/entity/Q739437	affischkonstnär	poster artist	Plakatkünstler
http://www.wikidata.org/entity/Q738142	kontorist	clerk	Kontorist
http://www.wikidata.org/entity/Q741583	banvakt	platelayer	Streckenwärter
http://www.wikidata.org/entity/Q326653	bokhållare	accountant	Buchhalter
http://www.wikidata.org/entity/Q54128	hushållsarbetare	domestic worker	Hauspersonal
http://www.wikidata.org/entity/Q336221	juvelerare	jeweler	Juwelier
http://www.wikidata.org/entity/Q335175	Kanadas ridande polis	Royal Canadian Mounted Police	Royal Canadian Mounted Police
http://www.wikidata.org/entity/Q316498	kadett	cadet	Kadett
http://www.wikidata.org/entity/Q311396	kriminalvårdare	prison officer	Justizvollzugsbeamter
http://www.wikidata.org/entity/Q316490	begravningsentreprenör	funeral director	Bestatter
http://www.wikidata.org/entity/Q329455	fredsdomare	justice of the peace	Friedensrichter
http://www.wikidata.org/entity/Q52875	fotterapeut	podologist	Podologe
http://www.wikidata.org/entity/Q43845	affärsman	businessperson	Geschäftsmann
http://www.wikidata.org/entity/Q561457	transportör	carrier	Frachtführer
http://www.wikidata.org/entity/Q572700	byråkrat	bureaucrat	Amtsträger
http://www.wikidata.org/entity/Q80687	sekreterare	secretary	Sekretär
http://www.wikidata.org/entity/Q61341	djursjukvårdare	paraveterinary worker	tiermedizinischer Fachangestellter
http://www.wikidata.org/entity/Q55187	frisör	hairdresser	Friseur
http://www.wikidata.org/entity/Q58968	intellektuell	intellectual	Intellektueller
http://www.wikidata.org/entity/Q4144610	alpin skidåkare	alpine skier	Skirennläufer
http://www.wikidata.org/entity/Q4205432	iktyolog	ichthyologist	Ichthyologe
http://www.wikidata.org/entity/Q4182927	börsmäklare	stockbroker	Börsenmakler
http://www.wikidata.org/entity/Q4199058	ikonmålare	iconographer	Ikonograph
http://www.wikidata.org/entity/Q81710	fåraherde	shepherd	Schäfer
http://www.wikidata.org/entity/Q82594	datavetare	computer scientist	Informatiker
http://www.wikidata.org/entity/Q930374	överhovmästarinna	Mistress of the Robes	Mistress of the Robes
http://www.wikidata.org/entity/Q913603	socionomexamen	Bachelor of Social Work	Sozionom
http://www.wikidata.org/entity/Q715301	serieskapare	comics artist	Comiczeichner
http://www.wikidata.org/entity/Q715222	hovdam	lady-in-waiting	Hofdame
http://www.wikidata.org/entity/Q2145981	restauratör	restorer	Restaurator
http://www.wikidata.org/entity/Q2152241	remsnidare	Lorimer	Riemer
http://www.wikidata.org/entity/Q82723	geisha	geisha	Geisha
http://www.wikidata.org/entity/Q81096	ingenjör	engineer	Ingenieur
http://www.wikidata.org/entity/Q582096	gesäll	journeyman	Geselle
http://www.wikidata.org/entity/Q589298	chefredaktör	editor-in-chief	Chefredakteur
http://www.wikidata.org/entity/Q998550	bokhandlare	bookseller	Buchhändler
http://www.wikidata.org/entity/Q82955	politiker	politician	Politiker
http://www.wikidata.org/entity/Q4178004	publicist	publicist	Publizist
http://www.wikidata.org/entity/Q4164507	konstkritiker	art critic	Kunstkritiker
http://www.wikidata.org/entity/Q578478	sheriff	sheriff	Sheriff
http://www.wikidata.org/entity/Q579021	parfymör	perfumer	Parfümeur
http://www.wikidata.org/entity/Q936969	barnflicka	nanny	Kindermädchen
http://www.wikidata.org/entity/Q937857	fotbollsspelare	association football player	Fußballspieler
http://www.wikidata.org/entity/Q2205972	glasmålare	stained-glass artist	Buntglaskünstler
http://www.wikidata.org/entity/Q2216340	silversmed	silversmith	Silberschmied
http://www.wikidata.org/entity/Q2182752	basketdomare	basketball official	Basketballschiedsrichter
http://www.wikidata.org/entity/Q948329	karaktärsskådespelare	character actor	Charakterdarsteller
http://www.wikidata.org/entity/Q957729	pressfotograf	photojournalist	Fotojournalist
http://www.wikidata.org/entity/Q327321	murare	bricklayer	Maurer
http://www.wikidata.org/entity/Q327029	mekaniker	mechanic	Mechaniker
http://www.wikidata.org/entity/Q330679	kantor	cantor	Kantor
http://www.wikidata.org/entity/Q2106711	skeppsbyggare	shipbuilder	Schiffsbauer
http://www.wikidata.org/entity/Q330204	akutsjukvårdare	paramedic	Notfallsanitäter
http://www.wikidata.org/entity/Q329737	slaktare	butcher	Fleischer
http://www.wikidata.org/entity/Q4414015	disponent	Expeditor	Disponent
http://www.wikidata.org/entity/Q328325	stenhuggare	stonemason	Steinmetz
http://www.wikidata.org/entity/Q327353	systemadministratör	system administrator	Systemadministrator
http://www.wikidata.org/entity/Q1027244	Caller	caller	Caller
http://www.wikidata.org/entity/Q1030095	speciallärare	special education teacher	Sonderpädagoge
http://www.wikidata.org/entity/Q1039099	guide	tour guide	Fremdenführer
http://www.wikidata.org/entity/Q4220878	filmvetare	film scholar	Filmwissenschaftler
http://www.wikidata.org/entity/Q4263842	litteraturkritiker	literary critic	Literaturkritiker
http://www.wikidata.org/entity/Q4621445	vigilant	vigilante	Vigilante
http://www.wikidata.org/entity/Q2141946	reseagent	travel agent	Reisevermittler
http://www.wikidata.org/entity/Q2143894	cricketdomare	cricket umpire	Umpire
http://www.wikidata.org/entity/Q2135538	rättshistoriker	legal historian	Rechtshistoriker
http://www.wikidata.org/entity/Q2133309	inredningsarkitekt	interior designer	Raumausstatter
http://www.wikidata.org/entity/Q2114844	taxidermist	taxidermist	Tierpräparator
http://www.wikidata.org/entity/Q947305	skald	skald	Skalde
http://www.wikidata.org/entity/Q947873	TV-programledare	television presenter	Fernsehmoderator
http://www.wikidata.org/entity/Q977459	flaggman	flag officer	Flaggoffizier
http://www.wikidata.org/entity/Q978044	högre chef	executive	Führungskraft
http://www.wikidata.org/entity/Q976015	korgflätare	basket weaver	Korbmacher
http://www.wikidata.org/entity/Q331432	fiskare	fisher	Fischer
http://www.wikidata.org/entity/Q2180295	postiljon	mail carrier	Zusteller
http://www.wikidata.org/entity/Q2180411	porträttmålare	portrait painter	Porträtmaler
http://www.wikidata.org/entity/Q333634	översättare	translator	Übersetzer
http://www.wikidata.org/entity/Q329439	gravör	engraver	Graveur
http://www.wikidata.org/entity/Q2298145	diakonissa	deaconess	Diakonisse
http://www.wikidata.org/entity/Q2305987	byggnadskonstruktör	structural engineer	Tragwerksplaner
http://www.wikidata.org/entity/Q549237	segelmakare	sailmaker	Segelmacher
http://www.wikidata.org/entity/Q549322	torero	bullfighter	Torero
http://www.wikidata.org/entity/Q550594	fiskhandlare	fishmonger	Fischhändler
http://www.wikidata.org/entity/Q4270517	skidåkare	skier	Skisportler
http://www.wikidata.org/entity/Q2235104	skeppshandel	ship chandler	Schiffsausrüster
http://www.wikidata.org/entity/Q2250054	studie- och yrkesvägledare	school counselor	Schulberater
http://www.wikidata.org/entity/Q4439155	långdistanslöpare	long-distance runner	Langstreckenläufer
http://www.wikidata.org/entity/Q4459623	toxikolog	toxicologist	Toxikologe
http://www.wikidata.org/entity/Q4461829	traktorförare	tractorist	Traktorist
http://www.wikidata.org/entity/Q4508280	Chekist	chekist	Chekist
http://www.wikidata.org/entity/Q2113250	prorektor	prorector	Prorektor
http://www.wikidata.org/entity/Q2114605	farmakolog	pharmacologist	Pharmakologe
http://www.wikidata.org/entity/Q2114175	provost	provost	Provost
http://www.wikidata.org/entity/Q999897	kader	middle management	Leitender Angestellter
http://www.wikidata.org/entity/Q1017553	affärsanalytiker	business analyst	Business Analyst
http://www.wikidata.org/entity/Q998628	bokmålare	illuminator	Buchmaler
http://www.wikidata.org/entity/Q4610556	modell	model	Model
http://www.wikidata.org/entity/Q336641	akutläkare	emergency physician	Notarzt
http://www.wikidata.org/entity/Q338221	kittelflickare	tinker	Kesselflicker
http://www.wikidata.org/entity/Q970153	barnskådespelare	child actor	Kinderdarsteller
http://www.wikidata.org/entity/Q123030	andrepilot	first officer	Erster Offizier
http://www.wikidata.org/entity/Q113109	modeskräddare	fashion tailor	Modeschneider
http://www.wikidata.org/entity/Q2272188	khatun	Khatun	Khatun
http://www.wikidata.org/entity/Q1113899	klinisk psykolog	clinical psychologist	klinischer Psychologe
http://www.wikidata.org/entity/Q1111648	kolorist	colorist	Colorist
http://www.wikidata.org/entity/Q1113838	klimatolog	climatologist	Klimatologe
http://www.wikidata.org/entity/Q2251335	skollärare	school teacher	Schullehrer
http://www.wikidata.org/entity/Q2251164	Skolfotografi	school photographer	Schulfotograf
http://www.wikidata.org/entity/Q1055894	deputerad	deputy	Deputierter
http://www.wikidata.org/entity/Q2341443	instrumentmakare	instrument maker	Instrumentenbauer
http://www.wikidata.org/entity/Q2340668	musikvideoregissör	music video director	Musikvideoregisseur
http://www.wikidata.org/entity/Q2330979	polygraf	polygraph	Polygraph
http://www.wikidata.org/entity/Q4379701	professionell datorspelare	professional gamer	professioneller Computerspieler
http://www.wikidata.org/entity/Q4334946	Onna-musha	onna-musha	Onna-musha
http://www.wikidata.org/entity/Q4833645	subject-matter expert	subject-matter expert	Subject Matter Expert
http://www.wikidata.org/entity/Q4853732	barnboksförfattare	children's writer	Kinderbuchautor
http://www.wikidata.org/entity/Q4845479	haute couturedesigner	grand couturier	Couturier
http://www.wikidata.org/entity/Q133485	rabbin	rabbi	Rabbiner
http://www.wikidata.org/entity/Q155647	astrolog	astrologer	Astrologe
http://www.wikidata.org/entity/Q102083	riddare	knight	Ritter
http://www.wikidata.org/entity/Q101539	kabinpersonal	flight attendant	Flugbegleiter
http://www.wikidata.org/entity/Q7888586	kemiingenjör	chemical engineer	Chemieingenieur
http://www.wikidata.org/entity/Q1114448	serieskapare	cartoonist	Cartoonist
http://www.wikidata.org/entity/Q1124183	skogshuggare	lumberjack	Holzfäller
http://www.wikidata.org/entity/Q974144	pedagog	educator	Erzieher
http://www.wikidata.org/entity/Q4529715	hettitolog	Hittitologist	Hethitologe
http://www.wikidata.org/entity/Q4531850	endokrinolog	endocrinologist	Endokrinologe
http://www.wikidata.org/entity/Q7621877	strateg	strategist	Stratege
http://www.wikidata.org/entity/Q7623231	strongman	strength athlete	Kraftsportler
http://www.wikidata.org/entity/Q2314719	spaningssoldat	army scout	Späher
http://www.wikidata.org/entity/Q2312637	gymnastiklärare	physical education teacher	Sportlehrer
http://www.wikidata.org/entity/Q1076502	körledare	choir director	Chorleiter
http://www.wikidata.org/entity/Q1075651	keyboardspelare	keyboardist	Keyboarder
http://www.wikidata.org/entity/Q7579803	sportanalytiker	sports analyst	Sportanalytiker
http://www.wikidata.org/entity/Q107198	barberare	barber	Barbier
http://www.wikidata.org/entity/Q8067100	hökare	street vendor	ambulanter Handel
http://www.wikidata.org/entity/Q8125919	politisk rådgivare	political adviser	Politikberater
http://www.wikidata.org/entity/Q1058375	dubbelagent	double agent	Doppelagent
http://www.wikidata.org/entity/Q1056337	auktoriserad revisor	certified national public accountant	Certified Public Accountant
http://www.wikidata.org/entity/Q7501153	butiksinnehavare	shopkeeper	Ladeninhaber
http://www.wikidata.org/entity/Q7541856	keramiker	ceramicist	Keramiker
http://www.wikidata.org/entity/Q989678	Fedayeen	fedayeen	Fedajin
http://www.wikidata.org/entity/Q984276	hovmålare	court painter	Hofmaler
http://www.wikidata.org/entity/Q994779	delegat	delegate	Delegierter
http://www.wikidata.org/entity/Q1062952	karaktärdesigner	character designer	Charakterdesigner
http://www.wikidata.org/entity/Q1058617	privatdetektiv	private investigator	Detektiv
http://www.wikidata.org/entity/Q138858	underhållare	entertainer	Unterhaltungskünstler
http://www.wikidata.org/entity/Q144075	tandtekniker	dental technician	Zahntechniker
http://www.wikidata.org/entity/Q139648	IT-evangelist	technology evangelist	Technology Evangelist
http://www.wikidata.org/entity/Q152355	skomakare	cobbler	Schuhmacher
http://www.wikidata.org/entity/Q1049637	MC-bud	motorcycle courier	Kraftradmelder
http://www.wikidata.org/entity/Q1048210	generaldirektör	general director	Generaldirektor
http://www.wikidata.org/entity/Q1051088	basebollkommissionär	Commissioner of Baseball	Commissioner of Baseball
http://www.wikidata.org/entity/Q1051798	revisor	statutory auditor	Wirtschaftsprüfer
http://www.wikidata.org/entity/Q1078262	databasadministratör	database administrator	Datenbankadministrator
http://www.wikidata.org/entity/Q1086863	kolumnist	columnist	Kolumnist
http://www.wikidata.org/entity/Q112040	grid girl	race queen	Grid-Girl
http://www.wikidata.org/entity/Q7692317	teknisk rådgivare	technical advisor	Technischer Berater
http://www.wikidata.org/entity/Q2308103	mountain men	mountain man	Mountain Men
http://www.wikidata.org/entity/Q2309621	mästare	Meister	Meister
http://www.wikidata.org/entity/Q107711	brandman	firefighter	Feuerwehrmann
http://www.wikidata.org/entity/Q2307407	purser	purser	Zahlmeister
http://www.wikidata.org/entity/Q1139055	kronofogde	tax collector	Zöllner
http://www.wikidata.org/entity/Q1141526	strippa	stripper	Stripper
http://www.wikidata.org/entity/Q158852	dirigent	conductor	Dirigent
http://www.wikidata.org/entity/Q157798	urmakare	watchmaker	Uhrmacher
http://www.wikidata.org/entity/Q156839	kock	cook	Koch
http://www.wikidata.org/entity/Q156624	paparazzi	paparazzi	Paparazzo
http://www.wikidata.org/entity/Q4773904	antropolog	anthropologist	Anthropologe
http://www.wikidata.org/entity/Q2306091	sociolog	sociologist	Soziologe
http://www.wikidata.org/entity/Q132050	guvernör	governor	Gouverneur
http://www.wikidata.org/entity/Q1130252	sportdirektör	sporting director	Sportdirektor
http://www.wikidata.org/entity/Q1125292	postdoktoral	postdoctoral researcher	Postdoc
http://www.wikidata.org/entity/Q1126165	mandarin	Mandarin	Mandarin
http://www.wikidata.org/entity/Q131524	entreprenör	entrepreneur	Unternehmer
http://www.wikidata.org/entity/Q2217284	dockskapare	puppet designer	Puppenbauer
http://www.wikidata.org/entity/Q2399424	teknikchef	technical director	Technischer Direktor
http://www.wikidata.org/entity/Q2393361	dansinstruktör	dancing master	Tanzlehrer
http://www.wikidata.org/entity/Q2408844	schoutbynacht	Schout-bij-nacht	Schout-bij-nacht
http://www.wikidata.org/entity/Q128124	ljudingenjör	audio engineer	Toningenieur
http://www.wikidata.org/entity/Q131062	stadsplanerare	urban planner	Stadtplaner
http://www.wikidata.org/entity/Q2384039	kriminell karriär	habitual offender	Berufsverbrecher
http://www.wikidata.org/entity/Q7940086	vulkanolog	volcanologist	Vulkanologe
http://www.wikidata.org/entity/Q2296367	superintendent	superintendent	Superintendent
http://www.wikidata.org/entity/Q2276446	kock	domestic worker cook	Privatkoch
http://www.wikidata.org/entity/Q2295938	körsnär	furrier	Kürschner
http://www.wikidata.org/entity/Q2358549	pressattaché	press agent	Presseagent
http://www.wikidata.org/entity/Q2346290	pestdoktor	plague doctor	Pestdoktor
http://www.wikidata.org/entity/Q157195	serveringspersonal	waiter	Kellner
http://www.wikidata.org/entity/Q144662	spelaragent	sports agent	Spielervermittler
http://www.wikidata.org/entity/Q152002	pastor	pastor	Pastor
http://www.wikidata.org/entity/Q2310145	meteorolog	meteorologist	Meteorologe
http://www.wikidata.org/entity/Q2309900	rorsman	helmsman	Rudergänger
http://www.wikidata.org/entity/Q2309784	tävlingscyklist	sport cyclist	Radrennfahrer
http://www.wikidata.org/entity/Q1072363	C*O	chief officer	Chief Officer
http://www.wikidata.org/entity/Q1068947	överläkare	chief physician	Chefarzt
http://www.wikidata.org/entity/Q1068933	redaktionschef	managing editor	Chef vom Dienst
http://www.wikidata.org/entity/Q1067977	chazzan	hazzan	Chasan (Kantor)
http://www.wikidata.org/entity/Q2490358	koreograf	choreographer	Choreograf
http://www.wikidata.org/entity/Q2447386	dermatolog	dermatologist	Dermatologe
http://www.wikidata.org/entity/Q2449921	teaterpedagog	drama teacher	Schauspiellehrer
http://www.wikidata.org/entity/Q164236	krigskorrespondent	war correspondent	Kriegsreporter
http://www.wikidata.org/entity/Q165029	elektriker	electrician	Elektroinstallateur
http://www.wikidata.org/entity/Q1147709	eldare	fireman	Heizer
http://www.wikidata.org/entity/Q1146304	flygkapten	pilot in command	Flugkapitän
http://www.wikidata.org/entity/Q1144638	glossator	glossator	Glossator
http://www.wikidata.org/entity/Q2412523	matador	matador	Matador
http://www.wikidata.org/entity/Q8175949	mediehistoriker	media historian	Medienhistoriker
http://www.wikidata.org/entity/Q8178443	librettist	librettist	Librettist
http://www.wikidata.org/entity/Q8142883	kriminolog	criminologist	Kriminologe
http://www.wikidata.org/entity/Q1096316	assistent	personal assistant	persönlicher Assistent
http://www.wikidata.org/entity/Q1097724	tornreparatör	steeplejack	Höhenarbeiter
http://www.wikidata.org/entity/Q1108818	inhyrd revisor	chartered accountant	Buchprüfer
http://www.wikidata.org/entity/Q2445218	målvaktstränare	goalkeeper coach	Torwarttrainer
http://www.wikidata.org/entity/Q2443377	topograf	topographer	Topograf
http://www.wikidata.org/entity/Q2442329	ljudtekniker	audio technician	Tontechniker
http://www.wikidata.org/entity/Q169470	fysiker	physicist	Physiker
http://www.wikidata.org/entity/Q170790	matematiker	mathematician	Mathematiker
http://www.wikidata.org/entity/Q8011071	djurtränare	animal trainer	Tiertrainer
http://www.wikidata.org/entity/Q8246794	bloggare	blogger	Blogger
http://www.wikidata.org/entity/Q183888	systemutvecklare	software developer	Softwareentwickler
http://www.wikidata.org/entity/Q8963721	genealog	genealogist	Genealoge
http://www.wikidata.org/entity/Q160131	bagare	baker	Bäcker
http://www.wikidata.org/entity/Q4951095	bowlare	bowler	Bowlingspieler
