occupation	occupationLabelSv	occupationLabelEn
http://www.wikidata.org/entity/Q11287574	industridesigner	industrial designer
http://www.wikidata.org/entity/Q11251722	sonograf	sonographer
http://www.wikidata.org/entity/Q173950	konsthandlare	art dealer
http://www.wikidata.org/entity/Q175151	tryckare	printer
http://www.wikidata.org/entity/Q10833314	tennisspelare	tennis player
http://www.wikidata.org/entity/Q2305987	byggnadskonstruktör	structural engineer
http://www.wikidata.org/entity/Q2298145	diakonissa	deaconess
http://www.wikidata.org/entity/Q2330979	polygraf	polygraph
http://www.wikidata.org/entity/Q2341443	instrumentmakare	instrument maker
http://www.wikidata.org/entity/Q2340668	musikvideoregissör	music video director
http://www.wikidata.org/entity/Q1055894	deputerad	deputy
http://www.wikidata.org/entity/Q1113899	klinisk psykolog	clinical psychologist
http://www.wikidata.org/entity/Q1113838	klimatolog	climatologist
http://www.wikidata.org/entity/Q1111648	kolorist	colorist
http://www.wikidata.org/entity/Q10855616	krigskirurg	army surgeon
http://www.wikidata.org/entity/Q10855106	värderingsman	appraiser
http://www.wikidata.org/entity/Q10843263	landhockeyspelare	field hockey player
http://www.wikidata.org/entity/Q10862983	etsare	etcher
http://www.wikidata.org/entity/Q2310145	meteorolog	meteorologist
http://www.wikidata.org/entity/Q178197	legosoldat	mercenary
http://www.wikidata.org/entity/Q177529	överborgmästare	burgomaster
http://www.wikidata.org/entity/Q1058617	privatdetektiv	private investigator
http://www.wikidata.org/entity/Q1062952	karaktärdesigner	character designer
http://www.wikidata.org/entity/Q4833645	subject-matter expert	subject-matter expert
http://www.wikidata.org/entity/Q4845479	haute couturedesigner	grand couturier
http://www.wikidata.org/entity/Q4853732	barnboksförfattare	children's writer
http://www.wikidata.org/entity/Q2314719	spaningssoldat	army scout
http://www.wikidata.org/entity/Q2312637	gymnastiklärare	physical education teacher
http://www.wikidata.org/entity/Q2309784	tävlingscyklist	sport cyclist
http://www.wikidata.org/entity/Q2309900	rorsman	helmsman
http://www.wikidata.org/entity/Q2308103	mountain men	mountain man
http://www.wikidata.org/entity/Q2309621	mästare	Meister
http://www.wikidata.org/entity/Q2307407	purser	purser
http://www.wikidata.org/entity/Q1068947	överläkare	chief physician
http://www.wikidata.org/entity/Q1067977	chazzan	hazzan
http://www.wikidata.org/entity/Q1068933	redaktionschef	managing editor
http://www.wikidata.org/entity/Q1072363	C*O	chief officer
http://www.wikidata.org/entity/Q188610	desktop publishing	desktop publishing
http://www.wikidata.org/entity/Q191493	sommelier	sommelier
http://www.wikidata.org/entity/Q2306091	sociolog	sociologist
http://www.wikidata.org/entity/Q4696968	aikidoutövare	aikidoka
http://www.wikidata.org/entity/Q4736389	försäkringsagent	ensurance agent
http://www.wikidata.org/entity/Q16743941	metafysiker	metaphysician
http://www.wikidata.org/entity/Q16745601	kvantfysiker	quantum physicist
http://www.wikidata.org/entity/Q16744668	fysikalisk kemist	physical chemist
http://www.wikidata.org/entity/Q10871364	basebollspelare	baseball player
http://www.wikidata.org/entity/Q10872101	anatom	anatomist
http://www.wikidata.org/entity/Q16743936	ontolog	ontologist
http://www.wikidata.org/entity/Q16742203	planetforskare	planetary scientist
http://www.wikidata.org/entity/Q16742175	speleolog	speleologist
http://www.wikidata.org/entity/Q165029	elektriker	electrician
http://www.wikidata.org/entity/Q164236	krigskorrespondent	war correspondent
http://www.wikidata.org/entity/Q5137576	ishockeytränare	ice hockey coach
http://www.wikidata.org/entity/Q5137571	baskettränare	basketball coach
http://www.wikidata.org/entity/Q178521	cowboy	cowboy
http://www.wikidata.org/entity/Q1086863	kolumnist	columnist
http://www.wikidata.org/entity/Q1078262	databasadministratör	database administrator
http://www.wikidata.org/entity/Q11085831	tolk	interpreter
http://www.wikidata.org/entity/Q1056337	auktoriserad revisor	certified national public accountant
http://www.wikidata.org/entity/Q1058375	dubbelagent	double agent
http://www.wikidata.org/entity/Q5121550	judaistiker	Judaic scholar
http://www.wikidata.org/entity/Q1136290	dragoman	Dragoman
http://www.wikidata.org/entity/Q1138622	seneskalk	seneschal
http://www.wikidata.org/entity/Q11338576	boxare	boxer
http://www.wikidata.org/entity/Q1114448	serieskapare	cartoonist
http://www.wikidata.org/entity/Q1124183	skogshuggare	lumberjack
http://www.wikidata.org/entity/Q2399424	teknikchef	technical director
http://www.wikidata.org/entity/Q2408844	schoutbynacht	Schout-bij-nacht
http://www.wikidata.org/entity/Q2396920	lovsångsledare	worship leader
http://www.wikidata.org/entity/Q2393361	dansinstruktör	dancing master
http://www.wikidata.org/entity/Q1153622	kunoichi	kunoichi
http://www.wikidata.org/entity/Q1154500	väderpresentatör	weather presenter
http://www.wikidata.org/entity/Q16742096	kärnfysiker	nuclear physicist
http://www.wikidata.org/entity/Q16738642	gemmolog	gemologist
http://www.wikidata.org/entity/Q5060555	dräng	farmworker
http://www.wikidata.org/entity/Q4992409	politisk redaktör	political editor
http://www.wikidata.org/entity/Q16832248	iranolog	iranologist
http://www.wikidata.org/entity/Q16831721	etolog	ethologist
http://www.wikidata.org/entity/Q1141526	strippa	stripper
http://www.wikidata.org/entity/Q1139055	kronofogde	tax collector
http://www.wikidata.org/entity/Q187865	antikvarie	antiquarian seller
http://www.wikidata.org/entity/Q188094	nationalekonom	economist
http://www.wikidata.org/entity/Q187031	tidningspojke	newspaper delivery
http://www.wikidata.org/entity/Q1144638	glossator	glossator
http://www.wikidata.org/entity/Q1147709	eldare	fireman
http://www.wikidata.org/entity/Q1146304	flygkapten	pilot in command
http://www.wikidata.org/entity/Q16875701	djurmålare	animal painter
http://www.wikidata.org/entity/Q16897774	existentialist	existentialist
http://www.wikidata.org/entity/Q1096316	assistent	personal assistant
http://www.wikidata.org/entity/Q1097724	tornreparatör	steeplejack
http://www.wikidata.org/entity/Q1108818	inhyrd revisor	chartered accountant
http://www.wikidata.org/entity/Q2374149	botaniker	botanist
http://www.wikidata.org/entity/Q193391	diplomat	diplomat
http://www.wikidata.org/entity/Q1149029	systemintegrator	systems integrator
http://www.wikidata.org/entity/Q1148872	imitatör	impressionist
http://www.wikidata.org/entity/Q5160981	medarbetare i USA:s kongress	congressional staff
http://www.wikidata.org/entity/Q195651	hisskötare	elevator operator
http://www.wikidata.org/entity/Q16947657	litograf	lithographer
http://www.wikidata.org/entity/Q16947675	gymnast	gymnast
http://www.wikidata.org/entity/Q16947320	geopolitiker	geopolitician
http://www.wikidata.org/entity/Q191633	mangaka	mangaka
http://www.wikidata.org/entity/Q1208613	diamantslipare	diamond cutter
http://www.wikidata.org/entity/Q1209498	diktarjurist	poet lawyer
http://www.wikidata.org/entity/Q1209526	superstjärna	superstar
http://www.wikidata.org/entity/Q11295636	bilformgivare	car designer
http://www.wikidata.org/entity/Q11303721	golfspelare	golfer
http://www.wikidata.org/entity/Q11296761	kickboxare	kickboxer
http://www.wikidata.org/entity/Q4951095	bowlare	bowler
http://www.wikidata.org/entity/Q4988856	hebraist	Hebraist
http://www.wikidata.org/entity/Q16825962	primatolog	primatologist
http://www.wikidata.org/entity/Q16831394	mammalog	mammalogist
http://www.wikidata.org/entity/Q16746942	hypnotisör	hypnotist
http://www.wikidata.org/entity/Q16773661	ekonometriker	econometrician
http://www.wikidata.org/entity/Q1172458	muhaddith	muhaddith
http://www.wikidata.org/entity/Q1162163	direktör	director
http://www.wikidata.org/entity/Q5121444	underrättelseofficer	intelligence officer
http://www.wikidata.org/entity/Q5090503	kemitekniker	chemical technologist
http://www.wikidata.org/entity/Q11500768	matskribent	food writer
http://www.wikidata.org/entity/Q11518629	trävaruhandlare	timber merchant
http://www.wikidata.org/entity/Q11499163	politisk kommentator	political pundit
http://www.wikidata.org/entity/Q11496048	krigsfotograf	war photographer
http://www.wikidata.org/entity/Q11424130	ortnamnsforskare	toponymist
http://www.wikidata.org/entity/Q11424604	geovetare	earth scientist
http://www.wikidata.org/entity/Q11491523	idé- och lärdomshistoriker	historian of ideas
http://www.wikidata.org/entity/Q11486702	arkitekturhistoriker	architectural historian
http://www.wikidata.org/entity/Q11455387	möbelarkitekt	furniture designer
http://www.wikidata.org/entity/Q11481802	dubbningsskådespelare	dub actor
http://www.wikidata.org/entity/Q1155838	korrespondent	correspondent
http://www.wikidata.org/entity/Q1156525	Dabbawala	Dabbawala
http://www.wikidata.org/entity/Q2462658	manager	manager
http://www.wikidata.org/entity/Q5194294	De kloka	cunning folk
http://www.wikidata.org/entity/Q5197818	cybernetiker	cyberneticist
http://www.wikidata.org/entity/Q11545923	militär befälhavare	military commander
http://www.wikidata.org/entity/Q11569986	gravör	printmaker
http://www.wikidata.org/entity/Q11741162	koleopterolog	coleopterist
http://www.wikidata.org/entity/Q11703711	assisterande tränare	assistant coach
http://www.wikidata.org/entity/Q11762416	logoped	speech and language therapist
http://www.wikidata.org/entity/Q11607585	MMA-utövare	mixed martial arts fighter
http://www.wikidata.org/entity/Q1197144	Silovik	silovik
http://www.wikidata.org/entity/Q1193763	marknadsföringsmodell	promotional model
http://www.wikidata.org/entity/Q1235146	dokumentärfilmare	documentary filmmaker
http://www.wikidata.org/entity/Q1238570	statsvetare	political scientist
http://www.wikidata.org/entity/Q2516866	förläggare	publisher
http://www.wikidata.org/entity/Q2412523	matador	matador
http://www.wikidata.org/entity/Q17098559	serietecknare	penciller
http://www.wikidata.org/entity/Q17083482	studentledare	student leader
http://www.wikidata.org/entity/Q1234713	teolog	theologian
http://www.wikidata.org/entity/Q1231907	stiftspräst	diocesan priest
http://www.wikidata.org/entity/Q1185694	toastmaster	toastmaster
http://www.wikidata.org/entity/Q1187884	programpresentatör	continuity announcer
http://www.wikidata.org/entity/Q1191511	konditor	pastry chef
http://www.wikidata.org/entity/Q1186921	basebolltränare	baseball manager
http://www.wikidata.org/entity/Q1191329	pianostämmare	piano tuner
http://www.wikidata.org/entity/Q1183704	dekorationsmålare	decorative painter
http://www.wikidata.org/entity/Q1225716	ornitolog	ornithologist
http://www.wikidata.org/entity/Q1210069	general manager	general manager
http://www.wikidata.org/entity/Q1221610	kusk	coachman
http://www.wikidata.org/entity/Q11774202	essäist	essayist
http://www.wikidata.org/entity/Q11774156	memoarförfattare	memoirist
http://www.wikidata.org/entity/Q5287861	CTO	chief technology officer
http://www.wikidata.org/entity/Q5280566	kommunikationsdirektör	director of communications
http://www.wikidata.org/entity/Q1227197	socialpedagog	Social pedagogue
http://www.wikidata.org/entity/Q1231865	pedagog	pedagogue
http://www.wikidata.org/entity/Q1229025	typograf	typographer
http://www.wikidata.org/entity/Q2490358	koreograf	choreographer
http://www.wikidata.org/entity/Q2447349	ornamentist	ornamentist
http://www.wikidata.org/entity/Q2445218	målvaktstränare	goalkeeper coach
http://www.wikidata.org/entity/Q2442329	ljudtekniker	audio technician
http://www.wikidata.org/entity/Q2443377	topograf	topographer
http://www.wikidata.org/entity/Q11957145	akrobat	acrobat
http://www.wikidata.org/entity/Q11914886	komediförfattare	comedy writer
http://www.wikidata.org/entity/Q1261521	telefonist	switchboard operator
http://www.wikidata.org/entity/Q1255632	fjärtare	flatulist
http://www.wikidata.org/entity/Q1256173	spinndoktor	spin doctor
http://www.wikidata.org/entity/Q5697103	antikvarie	antiquarian
http://www.wikidata.org/entity/Q5689489	huvudförfattare	head writer
http://www.wikidata.org/entity/Q5716684	dansare	dancer
http://www.wikidata.org/entity/Q2487799	mykolog	mycologist
http://www.wikidata.org/entity/Q2465611	kartläsare	co-driver
http://www.wikidata.org/entity/Q2468727	antikvetare	classical scholar
http://www.wikidata.org/entity/Q2486919	fanbärare	standard-bearer
http://www.wikidata.org/entity/Q11682235	jakttillsynsman	game warden
http://www.wikidata.org/entity/Q11679511	hallick	procurer
http://www.wikidata.org/entity/Q17318037	Avfallssamlande	waste picking
http://www.wikidata.org/entity/Q17337766	teaterkritiker	theatre critic
http://www.wikidata.org/entity/Q17361156	beachvolleybollspelare	beach volleyball player
http://www.wikidata.org/entity/Q17379560	imitation	impersonator
http://www.wikidata.org/entity/Q17391605	filmteoretiker	film theorist
http://www.wikidata.org/entity/Q17378128	spoken word-poet	spoken word artist
http://www.wikidata.org/entity/Q11774891	ishockeyspelare	ice hockey player
http://www.wikidata.org/entity/Q5436793	Fashionista	fashionista
http://www.wikidata.org/entity/Q5770349	plastikkirurg	plastic surgeon
http://www.wikidata.org/entity/Q5762300	bildmanustecknare	storyboard artist
http://www.wikidata.org/entity/Q17167049	litteraturvetare	literary scholar
http://www.wikidata.org/entity/Q17166634	hagiograf	hagiographer
http://www.wikidata.org/entity/Q11974939	sjukvårdspersonal	health professional
http://www.wikidata.org/entity/Q11977439	interaktionsdesigner	interaction designer
http://www.wikidata.org/entity/Q5362501	materialförvaltare	equipment manager
http://www.wikidata.org/entity/Q5403257	personlig assistent	personal assistant
http://www.wikidata.org/entity/Q5371902	cembalist	harpsichordist
http://www.wikidata.org/entity/Q5372393	komminister	co-minister
http://www.wikidata.org/entity/Q5322166	formgivare	designer
http://www.wikidata.org/entity/Q2462215	nazistjägare	Nazis hunter
http://www.wikidata.org/entity/Q2447386	dermatolog	dermatologist
http://www.wikidata.org/entity/Q2449921	teaterpedagog	drama teacher
http://www.wikidata.org/entity/Q1240788	chef	supervisor
http://www.wikidata.org/entity/Q1246370	gråterska	professional mourning
http://www.wikidata.org/entity/Q1241672	donkeyman	donkeyman
http://www.wikidata.org/entity/Q5482740	programmerare	programmer
http://www.wikidata.org/entity/Q11613590	teaterdekoratör	theatre designer
http://www.wikidata.org/entity/Q2518689	helare	healer
http://www.wikidata.org/entity/Q2519376	smyckesformgivare	jewelry designer
http://www.wikidata.org/entity/Q1278335	instrumentalist	instrumentalist
http://www.wikidata.org/entity/Q1281618	skulptör	sculptor
http://www.wikidata.org/entity/Q2384039	kriminell karriär	habitual offender
http://www.wikidata.org/entity/Q2385879	burkslav	sidecar passenger
http://www.wikidata.org/entity/Q17269204	limnolog	limnologist
http://www.wikidata.org/entity/Q5589126	statlig agent	government agent
http://www.wikidata.org/entity/Q5583669	goodwillambassadör	goodwill ambassador
http://www.wikidata.org/entity/Q5403434	etiker	ethicist
http://www.wikidata.org/entity/Q5420222	utställningsdesigner	exhibition designer
http://www.wikidata.org/entity/Q5420718	exotisk dansare	exotic dancer
http://www.wikidata.org/entity/Q5436767	moderedaktör	fashion editor
http://www.wikidata.org/entity/Q5407416	rörmontör	pipefitter
http://www.wikidata.org/entity/Q16868721	karcinolog	carcinologist
http://www.wikidata.org/entity/Q16849727	verksamhetskonsult	business consultant
http://www.wikidata.org/entity/Q17132038	paleograf	palaeographer
http://www.wikidata.org/entity/Q17126809	räddningspersonal	rescuer
http://www.wikidata.org/entity/Q2544530	porträttfotograf	portrait photographer
http://www.wikidata.org/entity/Q2548714	programskapare	program maker
http://www.wikidata.org/entity/Q2560600	verktygsmakare	tool and die maker
http://www.wikidata.org/entity/Q5352191	tekniker	technician
http://www.wikidata.org/entity/Q11879988	närvårdare	social and health care assistant
http://www.wikidata.org/entity/Q11853079	montör	assembler
http://www.wikidata.org/entity/Q11848548	praktiksköterska	licensed practical nurse
http://www.wikidata.org/entity/Q11858232	specialmedarbetare	Special Adviser
http://www.wikidata.org/entity/Q11871806	timmerman	carpenter
http://www.wikidata.org/entity/Q2504617	romanist	romanist
http://www.wikidata.org/entity/Q1265807	informationsforskare	information scientist
http://www.wikidata.org/entity/Q17351648	tidningsredaktör	newspaper editor
http://www.wikidata.org/entity/Q17361147	isdansare	ice dancer
http://www.wikidata.org/entity/Q17156912	malariolog	malariologist
http://www.wikidata.org/entity/Q17143199	rättsläkare	medical examiner
http://www.wikidata.org/entity/Q17165321	snookerspelare	snooker player
http://www.wikidata.org/entity/Q17344952	araknolog	arachnologist
http://www.wikidata.org/entity/Q17345122	urolog	urologist
http://www.wikidata.org/entity/Q17342450	ledarskribent	editorial columnist
http://www.wikidata.org/entity/Q2526255	filmregissör	film director
http://www.wikidata.org/entity/Q1350157	musikkritiker	music critic
http://www.wikidata.org/entity/Q1344174	bokningsagent	talent agent
http://www.wikidata.org/entity/Q1283397	ädelstenslipare	gemcutter
http://www.wikidata.org/entity/Q2640827	gynekolog	gynaecologist
http://www.wikidata.org/entity/Q2557481	kommunikationsrådgivare	communications adviser
http://www.wikidata.org/entity/Q2560008	reklamchef	advertising manager
http://www.wikidata.org/entity/Q2552738	produktchef	product manager
http://www.wikidata.org/entity/Q2552072	histolog	histologist
http://www.wikidata.org/entity/Q2556193	vinkritiker	wine critic
http://www.wikidata.org/entity/Q11897839	verksamhetsledare	organization leader
http://www.wikidata.org/entity/Q11892507	serieförfattare	comics writer
http://www.wikidata.org/entity/Q11889910	plåtslagare	sheet metal worker
http://www.wikidata.org/entity/Q11885948	osteopat	osteopath
http://www.wikidata.org/entity/Q11886559	brandvakt	city fire watch
http://www.wikidata.org/entity/Q11888915	provisor	Pharmacist (M.Sc. in pharmasy)
http://www.wikidata.org/entity/Q12051314	seismolog	seismologist
http://www.wikidata.org/entity/Q12059906	herde	herder
http://www.wikidata.org/entity/Q1294787	hantverkare	artisan
http://www.wikidata.org/entity/Q1293108	diktare	Dichter
http://www.wikidata.org/entity/Q1293580	primicerius	Primicerius
http://www.wikidata.org/entity/Q1328323	funktionär	functionary
http://www.wikidata.org/entity/Q1328668	gravyridol	gravure idol
http://www.wikidata.org/entity/Q1338165	inkastare	barker
http://www.wikidata.org/entity/Q5997943	reumatolog	rheumatologist
http://www.wikidata.org/entity/Q17504992	socialhistoriker	social historian
http://www.wikidata.org/entity/Q17489339	nutidshistoriker	historian of the modern age
http://www.wikidata.org/entity/Q17504989	östeuropahistoriker	historian of Eastern Europe
http://www.wikidata.org/entity/Q17502714	skateboardåkare	skateboarder
http://www.wikidata.org/entity/Q18199649	modist	modiste
http://www.wikidata.org/entity/Q18216771	videokonstnär	video artist
http://www.wikidata.org/entity/Q18200514	kortbaneskridskolöpare	short track speed skater
http://www.wikidata.org/entity/Q2664461	concierge	concierge
http://www.wikidata.org/entity/Q2672656	värnpliktig	conscript soldier
http://www.wikidata.org/entity/Q2664701	juridisk rådgivare	jurist-consultant
http://www.wikidata.org/entity/Q17391654	arkitekturkritiker	architecture critic
http://www.wikidata.org/entity/Q17391659	arkitekturteoretiker	architectural theoretician
http://www.wikidata.org/entity/Q17391638	konstteoretiker	art theorist
http://www.wikidata.org/entity/Q17488357	religionshistoriker	historian of religion
http://www.wikidata.org/entity/Q17488316	förhistoriker	prehistorian
http://www.wikidata.org/entity/Q17487600	byggherre	real estate developer
http://www.wikidata.org/entity/Q6038504	inspektor	inspektor
http://www.wikidata.org/entity/Q6041302	neuropsykolog	neuropsychologist
http://www.wikidata.org/entity/Q5997995	ordningsvakt	Community Service Officer
http://www.wikidata.org/entity/Q6005272	massör	massage therapist
http://www.wikidata.org/entity/Q12144794	prosaist	prosaist
http://www.wikidata.org/entity/Q12094958	geofysiker	geophysicist
http://www.wikidata.org/entity/Q1251349	livmedikus	personal physician
http://www.wikidata.org/entity/Q1250916	krigare	warrior
http://www.wikidata.org/entity/Q12013238	ögonläkare	ophthalmologist
http://www.wikidata.org/entity/Q11986654	lobbyist	lobbyist
http://www.wikidata.org/entity/Q6337803	neuroforskare	neuroscientist
http://www.wikidata.org/entity/Q17488392	karthistoriker	historian of cartography
http://www.wikidata.org/entity/Q17488363	ekonomhistoriker	economic historian
http://www.wikidata.org/entity/Q2516852	litteraturredaktör	literary editor
http://www.wikidata.org/entity/Q2505739	hispanist	hispanist
http://www.wikidata.org/entity/Q2514216	samverkansofficer	Liaison officer
http://www.wikidata.org/entity/Q17598791	latinist	latinist
http://www.wikidata.org/entity/Q17619498	netball-spelare	netballer
http://www.wikidata.org/entity/Q17524364	vattenpolospelare	water polo player
http://www.wikidata.org/entity/Q17614049	NASCAR-lagägare	NASCAR team owner
http://www.wikidata.org/entity/Q17433421	vetenskapsjournalist	science journalist
http://www.wikidata.org/entity/Q17405793	gångare	racewalker
http://www.wikidata.org/entity/Q17456089	porrfilmsregissör	pornographic film director
http://www.wikidata.org/entity/Q17456111	porrfilmsproducent	pornographic film producer
http://www.wikidata.org/entity/Q1308239	inköpare	buyer
http://www.wikidata.org/entity/Q1298794	dubbningsregissör	dubbing director
http://www.wikidata.org/entity/Q1302317	handbollsdomare	handball referee
http://www.wikidata.org/entity/Q12020057	homeopat	homeopath
http://www.wikidata.org/entity/Q6094740	Vandrarpredikant	itinerant minister
http://www.wikidata.org/entity/Q6147194	färgare	dyer
http://www.wikidata.org/entity/Q6306168	Agrolog	agrologist
http://www.wikidata.org/entity/Q6105867	konditor	pastry maker
http://www.wikidata.org/entity/Q6308672	domprost	cathedral provost
http://www.wikidata.org/entity/Q17504998	idrottshistoriker	sport historian
http://www.wikidata.org/entity/Q17516936	curlingspelare	curler
http://www.wikidata.org/entity/Q5758653	gymnasielärare	high school teacher
http://www.wikidata.org/entity/Q2661159	vigselförrättare	wedding officiant
http://www.wikidata.org/entity/Q2643890	vokalist	vocalist
http://www.wikidata.org/entity/Q1340643	byggmästare	master builder
http://www.wikidata.org/entity/Q1339677	talangscout	scout
http://www.wikidata.org/entity/Q6542711	biblioteksfunktionär	library technician
http://www.wikidata.org/entity/Q6399436	video jockey	VJ
http://www.wikidata.org/entity/Q6430706	kritiker	critic
http://www.wikidata.org/entity/Q6418006	köksflicka	kitchen maid
http://www.wikidata.org/entity/Q1314140	röstskådespelare	audio drama actor
http://www.wikidata.org/entity/Q1318449	natural horsemanship	natural horsemanship
http://www.wikidata.org/entity/Q1318390	radiotelegrafist	radio operator
http://www.wikidata.org/entity/Q1326886	elektroingenjör	electrical engineer
http://www.wikidata.org/entity/Q1319376	iskarl	iceman
http://www.wikidata.org/entity/Q17682262	lacrossespelare	lacrosse player
http://www.wikidata.org/entity/Q6051619	publicist	opinion journalist
http://www.wikidata.org/entity/Q6060450	fallskärmshoppare	skydiver
http://www.wikidata.org/entity/Q2732142	statistiker	statistician
http://www.wikidata.org/entity/Q2632248	islamsk präst	akhoond
http://www.wikidata.org/entity/Q2629392	dockspelare	puppeteer
http://www.wikidata.org/entity/Q2702296	datorspelsproducent	video game producer
http://www.wikidata.org/entity/Q2700922	urmakare	clockmaker
http://www.wikidata.org/entity/Q1388151	pressekreterare	press secretary
http://www.wikidata.org/entity/Q18242306	handlare	dealer
http://www.wikidata.org/entity/Q18342390	petrograf	petrographer
http://www.wikidata.org/entity/Q18245236	radiolog	radiologist
http://www.wikidata.org/entity/Q18243284	kemigraf	Cliché etcher
http://www.wikidata.org/entity/Q18274570	kammarfröken	Maid of the Bedchamber
http://www.wikidata.org/entity/Q6764301	tränare av vattenlevande däggdjur	marine mammal trainer
http://www.wikidata.org/entity/Q6673651	litteratör	literary
http://www.wikidata.org/entity/Q2824523	styrelseledamot	board member
http://www.wikidata.org/entity/Q2705098	tarento	tarento
http://www.wikidata.org/entity/Q2722764	radioprogramledare	radio personality
http://www.wikidata.org/entity/Q1383594	sekond	executive officer
http://www.wikidata.org/entity/Q1381391	evangelist	evangelist
http://www.wikidata.org/entity/Q1371925	speaker	announcer
http://www.wikidata.org/entity/Q2588761	yrkesman	tradesperson
http://www.wikidata.org/entity/Q2596569	hushållerska	housekeeper
http://www.wikidata.org/entity/Q6469874	Sällskapsdam	lady's companion
http://www.wikidata.org/entity/Q6500773	allmänläkare	general practitioner
http://www.wikidata.org/entity/Q12038843	sjöfarare	seafarer
http://www.wikidata.org/entity/Q12040660	sjukhusclown	hospital clown
http://www.wikidata.org/entity/Q12049274	handelsanställd	retail worker
http://www.wikidata.org/entity/Q18074503	installationskonstnär	installation artist
http://www.wikidata.org/entity/Q18176481	biogeokemist	biogeochemist
http://www.wikidata.org/entity/Q18121578	forskningsdirektör	research director
http://www.wikidata.org/entity/Q18190897	utrikeskorrespondent	foreign correspondent
http://www.wikidata.org/entity/Q2600526	yogainstruktör	yoga instructor
http://www.wikidata.org/entity/Q2623293	tetrark	tetrarch
http://www.wikidata.org/entity/Q2625039	Opritjnik	Oprichnik
http://www.wikidata.org/entity/Q2599593	germanist	German scholar
http://www.wikidata.org/entity/Q1410101	fyrverkare	Feuerwerker
http://www.wikidata.org/entity/Q1413170	bokbindare	bookbinder
http://www.wikidata.org/entity/Q1413824	glasblåsare	glassblower
http://www.wikidata.org/entity/Q1402561	militär ledare	military leader
http://www.wikidata.org/entity/Q6806468	Medical assistant	Medical assistant
http://www.wikidata.org/entity/Q6805589	mediakonsult	media consultant
http://www.wikidata.org/entity/Q7094114	webbproducent	online producer
http://www.wikidata.org/entity/Q1391360	sopåkare	waste collector
http://www.wikidata.org/entity/Q1391344	specialist	specialist
http://www.wikidata.org/entity/Q1391083	yrkesman	skilled worker
http://www.wikidata.org/entity/Q12184432	glasblåsare	glassmaker
http://www.wikidata.org/entity/Q6859454	webbutvecklare	web developer
http://www.wikidata.org/entity/Q6824851	metrolog	metrologist
http://www.wikidata.org/entity/Q12360779	demograf	demographer
http://www.wikidata.org/entity/Q12368980	naturfotograf	nature photographer
http://www.wikidata.org/entity/Q12369333	brottare	amateur wrestler
http://www.wikidata.org/entity/Q6665249	judoka	judoka
http://www.wikidata.org/entity/Q6625963	romanförfattare	novelist
http://www.wikidata.org/entity/Q6606110	industriidkare	industrialist
http://www.wikidata.org/entity/Q1365552	sakristan	sacristan
http://www.wikidata.org/entity/Q1368409	uppfödare	breeder
http://www.wikidata.org/entity/Q1366909	fotbollskommentator	soccer commentator
http://www.wikidata.org/entity/Q7063944	järnvägsarbetare	railway worker
http://www.wikidata.org/entity/Q12310153	grosshandlare	wholesaler
http://www.wikidata.org/entity/Q12299841	cricketspelare	cricketer
http://www.wikidata.org/entity/Q12344332	ekonom	business graduate
http://www.wikidata.org/entity/Q12347522	etnograf	ethnographer
http://www.wikidata.org/entity/Q12358881	fykolog	phycologist
http://www.wikidata.org/entity/Q2815948	landskapsarkitekt	landscape architect
http://www.wikidata.org/entity/Q7241052	kulturminnesvårdare	preservationist
http://www.wikidata.org/entity/Q7247815	originalare	production artist
http://www.wikidata.org/entity/Q7234072	postanställd	postal worker
http://www.wikidata.org/entity/Q2865798	glaskonstnär	glass artist
http://www.wikidata.org/entity/Q2860259	marinarkitekt	marine architect
http://www.wikidata.org/entity/Q12340540	vattenskidåkare	water skier
http://www.wikidata.org/entity/Q12337193	flygvärdinna	stewardess
http://www.wikidata.org/entity/Q12336252	social entreprenör	social entrepreneur
http://www.wikidata.org/entity/Q2914170	gatukonstnär	street artist
http://www.wikidata.org/entity/Q2919046	biokemist	biochemist
http://www.wikidata.org/entity/Q1350189	egyptolog	egyptologist
http://www.wikidata.org/entity/Q18511668	konstförfalskare	art forger
http://www.wikidata.org/entity/Q18511915	kynolog	cynologist
http://www.wikidata.org/entity/Q18524075	bergsingenjör	mining engineer
http://www.wikidata.org/entity/Q18524037	indolog	Indologist
http://www.wikidata.org/entity/Q6884071	mixer	mixing engineer
http://www.wikidata.org/entity/Q7016454	mediekonstnär	new media artist
http://www.wikidata.org/entity/Q12406482	humorist	humorist
http://www.wikidata.org/entity/Q12773412	parasitolog	parasitologist
http://www.wikidata.org/entity/Q18431816	glasmålare	glass painter
http://www.wikidata.org/entity/Q18437198	bridgespelare	bridge player
http://www.wikidata.org/entity/Q17486338	teknikhistoriker	historian of technology
http://www.wikidata.org/entity/Q17486376	sportskytt	sport shooter
http://www.wikidata.org/entity/Q17486330	matematikhistoriker	historian of mathematics
http://www.wikidata.org/entity/Q17486321	agrarhistoriker	agrarian historian
http://www.wikidata.org/entity/Q1371796	vapensmed	gunsmith
http://www.wikidata.org/entity/Q1371914	solist	soloist
http://www.wikidata.org/entity/Q1371378	etnolog	ethnologist
http://www.wikidata.org/entity/Q2743689	auktionsutropare	auctioneer
http://www.wikidata.org/entity/Q2752318	kosmetolog	cosmetologist
http://www.wikidata.org/entity/Q2775569	lokförare	train driver
