occupation	occupationLabelSv	occupationLabelEn
http://www.wikidata.org/entity/Q18707261	psykiatrisk sjukvårdare	mental health nurse
http://www.wikidata.org/entity/Q18668527	pratprogramledare	talk show host
http://www.wikidata.org/entity/Q18663426	topolog	topologist
http://www.wikidata.org/entity/Q2883465	investmentbankman	investment banker
http://www.wikidata.org/entity/Q2896489	patenthandläggare	patent examiner
http://www.wikidata.org/entity/Q12370538	markvetare	soil scientist
http://www.wikidata.org/entity/Q12330954	Owarai Tarento	owarai tarento
http://www.wikidata.org/entity/Q12326565	mejerist	dairy worker
http://www.wikidata.org/entity/Q2926103	bronsgjutare	brazier
http://www.wikidata.org/entity/Q2961411	slavjägare	slave hunter
http://www.wikidata.org/entity/Q2854916	otolaryngolog	otolaryngologist
http://www.wikidata.org/entity/Q2837942	allergolog	allergist
http://www.wikidata.org/entity/Q12859263	föreläsare	orator
http://www.wikidata.org/entity/Q1394172	hospodar	hospodar
http://www.wikidata.org/entity/Q1391362	lagerarbetare	warehouseman
http://www.wikidata.org/entity/Q1392297	tågklarerare	train dispatcher
http://www.wikidata.org/entity/Q2727289	sumobrottare	rikishi
http://www.wikidata.org/entity/Q2730732	ryttare	equestrian
http://www.wikidata.org/entity/Q18611810	textildesigner	textile designer
http://www.wikidata.org/entity/Q18617021	freestyleskidåkare	freestyle skier
http://www.wikidata.org/entity/Q1436517	styrman	chief mate
http://www.wikidata.org/entity/Q1437754	xylograf	xylographer
http://www.wikidata.org/entity/Q13365916	fångvaktare	prison warden
http://www.wikidata.org/entity/Q13365770	kopparstickare	copperplate engraver
http://www.wikidata.org/entity/Q13365201	handbollstränare	handball coach
http://www.wikidata.org/entity/Q1430248	road crew	road crew
http://www.wikidata.org/entity/Q1430627	ormtjusare	Snake charming
http://www.wikidata.org/entity/Q1430683	flygmekaniker	aircraft mechanic
http://www.wikidata.org/entity/Q1430377	rekvisitör	property master
http://www.wikidata.org/entity/Q7371914	roddarmadam	Rower woman
http://www.wikidata.org/entity/Q18534714	kulstötare	shot putter
http://www.wikidata.org/entity/Q2868586	kommersiell austronaut	commercial astronaut
http://www.wikidata.org/entity/Q13381458	dressyrryttare	dressage rider
http://www.wikidata.org/entity/Q13381572	artistisk gymnast	artistic gymnast
http://www.wikidata.org/entity/Q13381428	längdhoppare	long jumper
http://www.wikidata.org/entity/Q2995513	nutidshistoriker	contemporary historian
http://www.wikidata.org/entity/Q2994387	rådgivare	advisor
http://www.wikidata.org/entity/Q13342461	hunduppfödare	dog breeder
http://www.wikidata.org/entity/Q12840545	handbollsspelare	handball player
http://www.wikidata.org/entity/Q2962020	stins	station master
http://www.wikidata.org/entity/Q2962041	tågvärd	train conductor
http://www.wikidata.org/entity/Q2962070	scenograf	production designer
http://www.wikidata.org/entity/Q7042855	filmklippare	film editor
http://www.wikidata.org/entity/Q7019111	socialarbetare	social worker
http://www.wikidata.org/entity/Q7019498	nyhetschef	news director
http://www.wikidata.org/entity/Q18931911	teoretiker	theorist
http://www.wikidata.org/entity/Q19101121	konsthantverkare	handicrafter
http://www.wikidata.org/entity/Q18574233	dartspelare	darts player
http://www.wikidata.org/entity/Q18576582	metallurg	metallurgist
http://www.wikidata.org/entity/Q18562363	gusle-spelare	gusle player
http://www.wikidata.org/entity/Q18545066	ståuppkomiker	stand-up comedian
http://www.wikidata.org/entity/Q18810149	stenograf	stenographer
http://www.wikidata.org/entity/Q18715859	konstsimmare	synchronized swimmer
http://www.wikidata.org/entity/Q18810130	tv-kritiker	television critic
http://www.wikidata.org/entity/Q12806039	militärteoretiker	military theorist
http://www.wikidata.org/entity/Q3064032	fabulist	fabulist
http://www.wikidata.org/entity/Q3061999	astrobiolog	astrobiologist
http://www.wikidata.org/entity/Q1446529	Eskorbuto	Eskorbuto
http://www.wikidata.org/entity/Q1454940	frivilligsoldat	military volunteer
http://www.wikidata.org/entity/Q1440873	show runner	showrunner
http://www.wikidata.org/entity/Q1454494	fjärdedomare	fourth official
http://www.wikidata.org/entity/Q18930007	politisk filosof	political philosopher
http://www.wikidata.org/entity/Q18921227	ufolog	ufologist
http://www.wikidata.org/entity/Q1422683	Trimning	Engine tuning
http://www.wikidata.org/entity/Q1420621	mediaentreprenör	media proprietor
http://www.wikidata.org/entity/Q1423426	relationsterapi	couples therapy
http://www.wikidata.org/entity/Q1419997	organisatör	event producer
http://www.wikidata.org/entity/Q13383011	bobåkare	bobsledder
http://www.wikidata.org/entity/Q13382981	rodelåkare	luger
http://www.wikidata.org/entity/Q1478408	fotbollsförbundskapten	association football national coach
http://www.wikidata.org/entity/Q1459149	skolmästare	schoolmaster
http://www.wikidata.org/entity/Q3029421	ansvarig utgivare	director of publication
http://www.wikidata.org/entity/Q3029430	forskningsdirektör vid CNRS	Director of Research at CNRS
http://www.wikidata.org/entity/Q3029406	operachef	opera director
http://www.wikidata.org/entity/Q19261760	lantarbetare	agricultural worker
http://www.wikidata.org/entity/Q19204627	utövare av amerikansk fotboll	American football player
http://www.wikidata.org/entity/Q19315421	inköpare	purchasing agent
http://www.wikidata.org/entity/Q2904006	bioinformatiker	bioinformatician
http://www.wikidata.org/entity/Q2906862	influerare	influencer
http://www.wikidata.org/entity/Q2961580	taxiförare	taxi driver
http://www.wikidata.org/entity/Q2961975	företagsledare	business executive
http://www.wikidata.org/entity/Q1488015	gabbaj	Gabbai
http://www.wikidata.org/entity/Q1479935	skogvaktare	park ranger
http://www.wikidata.org/entity/Q13382519	bordtennisspelare	table tennis player
http://www.wikidata.org/entity/Q13382460	maratonlöpare	marathon runner
http://www.wikidata.org/entity/Q13382487	vindsurfare	windsurfer
http://www.wikidata.org/entity/Q18844224	science fiction-författare	science fiction writer
http://www.wikidata.org/entity/Q18916625	grecist	hellenist
http://www.wikidata.org/entity/Q18882335	videospeldesigner	video game designer
http://www.wikidata.org/entity/Q7281291	radiooperatör	radioman
http://www.wikidata.org/entity/Q7309424	akademisekreterare	registrar
http://www.wikidata.org/entity/Q7257684	Public Affairs Officer	public affairs
http://www.wikidata.org/entity/Q1427544	lakej	lackey
http://www.wikidata.org/entity/Q1424605	börshandlare	trader
http://www.wikidata.org/entity/Q2986228	sportkommentator	sports commentator
http://www.wikidata.org/entity/Q7697002	studioman	television floor manager
http://www.wikidata.org/entity/Q7663860	systemarkitekt	systems architect
http://www.wikidata.org/entity/Q7831495	friidrottsdomare	track and field official
http://www.wikidata.org/entity/Q7777541	teaterutövare	theatre practitioner
http://www.wikidata.org/entity/Q7674959	taffeltäckare	Taffeltäckare
http://www.wikidata.org/entity/Q7692317	teknisk rådgivare	technical advisor
http://www.wikidata.org/entity/Q18930236	språkfilosof	philosopher of language
http://www.wikidata.org/entity/Q18930418	analytisk filosof	analytic philosopher
http://www.wikidata.org/entity/Q3014296	motorcykelförare	motorcycle rider
http://www.wikidata.org/entity/Q2998308	kosmolog	cosmologist
http://www.wikidata.org/entity/Q13382355	bågskytt	archer
http://www.wikidata.org/entity/Q2920595	sexolog	sexologist
http://www.wikidata.org/entity/Q3024627	tidningstecknare	editorial cartoonist
http://www.wikidata.org/entity/Q3026032	dialogförfattare	dialogue writer
http://www.wikidata.org/entity/Q3029403	reklamfilmsregissör	commercial director
http://www.wikidata.org/entity/Q3024424	ljuddesigner	sound designer
http://www.wikidata.org/entity/Q13218361	hästpolospelare	polo player
http://www.wikidata.org/entity/Q13219424	tennistränare	tennis coach
http://www.wikidata.org/entity/Q1416106	biroll	supporting actor
http://www.wikidata.org/entity/Q1416754	fritidsledare	youth worker
http://www.wikidata.org/entity/Q1416279	aktieanalytiker	financial analyst
http://www.wikidata.org/entity/Q13210922	turkolog	turkologist
http://www.wikidata.org/entity/Q19350898	teoretisk fysiker	theoretical physicist
http://www.wikidata.org/entity/Q19356916	sociobiolog	sociobiologist
http://www.wikidata.org/entity/Q19356817	petrolog	petrologist
http://www.wikidata.org/entity/Q13141064	badmintonspelare	badminton player
http://www.wikidata.org/entity/Q13167731	venereolog	venereologist
http://www.wikidata.org/entity/Q13188923	taikonaut	taikonaut
http://www.wikidata.org/entity/Q3055126	entomolog	entomologist
http://www.wikidata.org/entity/Q7623231	strongman	strength athlete
http://www.wikidata.org/entity/Q7643464	skoldirektör	school superintendent
http://www.wikidata.org/entity/Q7621877	strateg	strategist
http://www.wikidata.org/entity/Q2994358	lantbrukskonsulent	agricultural adviser
http://www.wikidata.org/entity/Q7501153	butiksinnehavare	shopkeeper
http://www.wikidata.org/entity/Q7541856	keramiker	ceramicist
http://www.wikidata.org/entity/Q3073127	fixare	fixer
http://www.wikidata.org/entity/Q3068305	salongsvärd	salonnière
http://www.wikidata.org/entity/Q1553123	lektor	lector
http://www.wikidata.org/entity/Q1524582	ranchägare	rancher
http://www.wikidata.org/entity/Q1519593	fäktmästare	fencing master
http://www.wikidata.org/entity/Q1494910	teammanager	teammanager
http://www.wikidata.org/entity/Q1493121	militärhistoriker	military historian
http://www.wikidata.org/entity/Q1495660	matkritiker	food critic
http://www.wikidata.org/entity/Q1489454	hamnkapten	harbourmaster
http://www.wikidata.org/entity/Q13219587	konståkare	figure skater
http://www.wikidata.org/entity/Q13219447	sportjournalist	sports journalist
http://www.wikidata.org/entity/Q13235160	producent	manufacturer
http://www.wikidata.org/entity/Q13382603	backhoppare	ski jumper
http://www.wikidata.org/entity/Q13382608	längdskidåkare	cross-country skier
http://www.wikidata.org/entity/Q13382605	utövare av nordisk kombination	Nordic combined skier
http://www.wikidata.org/entity/Q13393921	pionjär	pioneer
http://www.wikidata.org/entity/Q13388442	skeletonåkare	skeleton racer
http://www.wikidata.org/entity/Q13388586	softbollsspelare	softball player
http://www.wikidata.org/entity/Q1509440	brodör	embroiderer
http://www.wikidata.org/entity/Q7888586	kemiingenjör	chemical engineer
http://www.wikidata.org/entity/Q19868368	natural horsemanship	natural horsemanship
http://www.wikidata.org/entity/Q19945412	ystare	cheesemaker
http://www.wikidata.org/entity/Q19850998	ljudkonstnär	sound artist
http://www.wikidata.org/entity/Q19934710	flygvapenofficer	air force officer
http://www.wikidata.org/entity/Q13382533	taekwondoutövare	taekwondo athlete
http://www.wikidata.org/entity/Q13382566	kanotist	canoeist
http://www.wikidata.org/entity/Q3127709	harpist	harpist
http://www.wikidata.org/entity/Q3140857	hortikulturist	horticulturist
http://www.wikidata.org/entity/Q7560960	marknadsförare	Song-plugger
http://www.wikidata.org/entity/Q7579803	sportanalytiker	sports analyst
http://www.wikidata.org/entity/Q19398863	yrkesförare	vocational driver
http://www.wikidata.org/entity/Q19542123	vicekansler	vice chancellor
http://www.wikidata.org/entity/Q19507792	vetenskaplig illustratör	scientific illustrator
http://www.wikidata.org/entity/Q19435686	metallgjutare	founder
http://www.wikidata.org/entity/Q19513109	specialist på nederländska språket	Dutch language specialist
http://www.wikidata.org/entity/Q3126128	genetiker	geneticist
http://www.wikidata.org/entity/Q7927905	klippare	video editor
http://www.wikidata.org/entity/Q7940086	vulkanolog	volcanologist
http://www.wikidata.org/entity/Q14373094	rugbyspelare	rugby league player
http://www.wikidata.org/entity/Q14128148	utövare av nordamerikansk fotboll	gridiron football player
http://www.wikidata.org/entity/Q13416354	mineralog	mineralogist
http://www.wikidata.org/entity/Q13415036	rugbyspelare	rugby player
http://www.wikidata.org/entity/Q13414980	utövare av australisk fotboll	Australian rules football player
http://www.wikidata.org/entity/Q1569495	universitetsadjunkt	lecturer
http://www.wikidata.org/entity/Q1572123	systemingenjör	systems engineer
http://www.wikidata.org/entity/Q3180462	ljudredigering	sound editor
http://www.wikidata.org/entity/Q3186699	professionell go-spelare	Go professional
http://www.wikidata.org/entity/Q3155377	islamolog	Islamicist
http://www.wikidata.org/entity/Q13381753	medeldistanslöpare	middle-distance runner
http://www.wikidata.org/entity/Q13382122	höjdhoppare	high jumper
http://www.wikidata.org/entity/Q13381689	diskuskastare	discus thrower
http://www.wikidata.org/entity/Q1630100	modell	art model
http://www.wikidata.org/entity/Q1631120	hotelldirektör	hotel manager
http://www.wikidata.org/entity/Q1543547	Stewardship	stewardship
http://www.wikidata.org/entity/Q1537445	hamnarbetare	stevedore
http://www.wikidata.org/entity/Q1540278	guvernant	governess
http://www.wikidata.org/entity/Q19829967	mongolist	mongolist
http://www.wikidata.org/entity/Q19827985	friidrottstränare	track and field coach
http://www.wikidata.org/entity/Q19829990	bibelvetare	biblical scholar
http://www.wikidata.org/entity/Q19829980	religionsvetare	religious studies scholar
http://www.wikidata.org/entity/Q1651055	vattenbyggnadsingenjör	hydraulic engineer
http://www.wikidata.org/entity/Q3089940	musikdirektör	music executive
http://www.wikidata.org/entity/Q3106887	informatör	Public information officer
http://www.wikidata.org/entity/Q3104508	kulturchef	cultural manager
http://www.wikidata.org/entity/Q13472752	betjänt	valet
http://www.wikidata.org/entity/Q13464497	stavhoppare	pole vaulter
http://www.wikidata.org/entity/Q13432011	Jisamuraj	jizamurai
http://www.wikidata.org/entity/Q19831149	konspirationsteoretiker	conspiracy theorist
http://www.wikidata.org/entity/Q19839393	förordsförfattare	preface author
http://www.wikidata.org/entity/Q19842050	barnkirurg	pediatric surgeon
http://www.wikidata.org/entity/Q19850757	garderobiär	cloakroom attendant
http://www.wikidata.org/entity/Q19841381	kanadensisk fotboll-spelare	Canadian football player
http://www.wikidata.org/entity/Q19842026	hjärtkirurg	cardiac surgeon
http://www.wikidata.org/entity/Q13570226	litteraturhistoriker	literary historian
http://www.wikidata.org/entity/Q13554447	domstolspresident	chief judge
http://www.wikidata.org/entity/Q13474373	fribrottare	professional wrestler
http://www.wikidata.org/entity/Q19361459	assyrolog	assyriologist
http://www.wikidata.org/entity/Q19377727	miljöingenjör	environmental engineer
http://www.wikidata.org/entity/Q13418253	filolog	philologist
http://www.wikidata.org/entity/Q13416803	epidemiolog	epidemiologist
http://www.wikidata.org/entity/Q1644847	sjöingenjör	naval architect
http://www.wikidata.org/entity/Q1644347	audionom	audiologist
http://www.wikidata.org/entity/Q1642960	kommentator	pundit
http://www.wikidata.org/entity/Q19798999	akarolog	acarologist
http://www.wikidata.org/entity/Q19765978	danskritiker	dance critic
http://www.wikidata.org/entity/Q19760296	gambist	viol player
http://www.wikidata.org/entity/Q19746576	spelare av Baskisk pelota	player of Basque pelota
http://www.wikidata.org/entity/Q19788990	professorstiteln i Sverige	professor in Sweden
http://www.wikidata.org/entity/Q1627992	kammarjungfru	lady's maid
http://www.wikidata.org/entity/Q1505781	kastellan	castellan
http://www.wikidata.org/entity/Q1499007	spökjägare	ghost hunter
http://www.wikidata.org/entity/Q19698265	modefotograf	fashion photographer
http://www.wikidata.org/entity/Q19691902	guldgrävare	gold miner
http://www.wikidata.org/entity/Q19588578	experimentalmusiker	experimental musician
http://www.wikidata.org/entity/Q1577970	ama	ama
http://www.wikidata.org/entity/Q1548249	mjukvaruarkitekt	software architect
http://www.wikidata.org/entity/Q1544133	spelförfattare	board game designer
http://www.wikidata.org/entity/Q1551626	kopparslagare	coppersmith
http://www.wikidata.org/entity/Q20198542	musikhistoriker	music historian
http://www.wikidata.org/entity/Q20107384	gerontolog	gerontologist
http://www.wikidata.org/entity/Q8178443	librettist	librettist
http://www.wikidata.org/entity/Q8142883	kriminolog	criminologist
http://www.wikidata.org/entity/Q8175949	mediehistoriker	media historian
http://www.wikidata.org/entity/Q19801630	gendarm	gendarme
http://www.wikidata.org/entity/Q19827218	ultramaratonlöpare	ultramarathon runner
http://www.wikidata.org/entity/Q19799599	terrängcyklist	mountain biker
http://www.wikidata.org/entity/Q3320896	flygplansmontör	aircraft maintenance technician
http://www.wikidata.org/entity/Q3310583	kändiskock	celebrity chef
http://www.wikidata.org/entity/Q3330547	krönikör	chronicler
http://www.wikidata.org/entity/Q3080443	förskollärare	preschool teacher
http://www.wikidata.org/entity/Q3075052	folklorist	folklorist
http://www.wikidata.org/entity/Q3246315	huvudtränare	head coach
http://www.wikidata.org/entity/Q3247461	ambulansförare	ambulance driver
http://www.wikidata.org/entity/Q3237618	stylist	wardrobe stylist
http://www.wikidata.org/entity/Q1607826	redaktör	editor
http://www.wikidata.org/entity/Q1590915	bajadär	devadasi
http://www.wikidata.org/entity/Q1599940	rivningsexpert	demolition expert
http://www.wikidata.org/entity/Q14915751	prostituerad	prostitute
http://www.wikidata.org/entity/Q14906342	biofysiker	biophysicist
http://www.wikidata.org/entity/Q20650437	myrmekolog	myrmecologist
http://www.wikidata.org/entity/Q20726593	helikopterpilot	helicopter pilot
http://www.wikidata.org/entity/Q20669622	musikjournalist	music journalist
http://www.wikidata.org/entity/Q14467526	lingvist	linguist
http://www.wikidata.org/entity/Q13638192	obstetriker	obstetrician
http://www.wikidata.org/entity/Q13581129	orienterare	orienteer
http://www.wikidata.org/entity/Q13582652	civilingenjör	civil engineer
http://www.wikidata.org/entity/Q14565331	logiker	logician
http://www.wikidata.org/entity/Q14623005	ritare	draftsperson
http://www.wikidata.org/entity/Q8037570	hästkarl	wrangler
http://www.wikidata.org/entity/Q8011071	djurtränare	animal trainer
http://www.wikidata.org/entity/Q1650716	portier	doorkeeper
http://www.wikidata.org/entity/Q1647775	kryptoanalytiker	cryptanalyst
http://www.wikidata.org/entity/Q1650915	forskare	researcher
http://www.wikidata.org/entity/Q8070591	landskapsgestaltning	landscaping
http://www.wikidata.org/entity/Q8125919	politisk rådgivare	political adviser
http://www.wikidata.org/entity/Q8067100	hökare	street vendor
http://www.wikidata.org/entity/Q3276037	expertkommentator	color commentator
http://www.wikidata.org/entity/Q3264451	kardiolog	cardiologist
http://www.wikidata.org/entity/Q19960661	skidskyttetränare	biathlon coach
http://www.wikidata.org/entity/Q19969187	goodwillambassadör för UNICEF	UNICEF Goodwill Ambassador
http://www.wikidata.org/entity/Q14556953	färskvattenbiolog	freshwater biologist
http://www.wikidata.org/entity/Q3286043	glamourmodell	glamour model
http://www.wikidata.org/entity/Q1634473	hovmästare	maître d'hôtel
http://www.wikidata.org/entity/Q1637531	hundtränare	dog trainer
http://www.wikidata.org/entity/Q1637410	hundförare	dog handler
http://www.wikidata.org/entity/Q1640369	pedell	bedel
http://www.wikidata.org/entity/Q1639239	hattmakare	hatter
http://www.wikidata.org/entity/Q3149505	improvisatör	improviser
http://www.wikidata.org/entity/Q3144914	hematolog	hematologist
http://www.wikidata.org/entity/Q3148760	växtillustratör	botanical illustrator
http://www.wikidata.org/entity/Q14948018	gatumusiker	street musician
http://www.wikidata.org/entity/Q14972848	lexikograf	lexicographer
http://www.wikidata.org/entity/Q15037346	narr	jester
http://www.wikidata.org/entity/Q13854733	hinderlöpare	steeplechase runner
http://www.wikidata.org/entity/Q13848274	trestegshoppare	triple jumper
http://www.wikidata.org/entity/Q13724897	häcklöpare	hurdler
http://www.wikidata.org/entity/Q3455803	regissör	director
http://www.wikidata.org/entity/Q1662561	paleontolog	paleontologist
http://www.wikidata.org/entity/Q1662485	informationsspecialist	information professional
http://www.wikidata.org/entity/Q1714828	jägare	hunter
http://www.wikidata.org/entity/Q1709010	programvaruingenjör	software engineer
http://www.wikidata.org/entity/Q3374326	muralmålare	muralist
http://www.wikidata.org/entity/Q3368718	patolog	pathologist
http://www.wikidata.org/entity/Q1743189	kyrkomålare	church-painter
http://www.wikidata.org/entity/Q1740309	key account manager	key account manager
http://www.wikidata.org/entity/Q1743122	kyrkohistoriker	Church historian
http://www.wikidata.org/entity/Q20730881	volleybolltränare	volleyball coach
http://www.wikidata.org/entity/Q20739288	neurobiolog	neurobiologist
http://www.wikidata.org/entity/Q20730773	simtränare	swimming coach
http://www.wikidata.org/entity/Q9363889	litterär översättare	literary translator
http://www.wikidata.org/entity/Q9379869	föreläsare	lecturer
http://www.wikidata.org/entity/Q9352089	spion	spy
http://www.wikidata.org/entity/Q9017214	karateutövare	karateka
http://www.wikidata.org/entity/Q9149093	alpinist	mountaineer
http://www.wikidata.org/entity/Q14009165	trapper	trapper
http://www.wikidata.org/entity/Q14089670	rugby union-spelare	rugby union player
http://www.wikidata.org/entity/Q13856320	släggkastare	hammer thrower
http://www.wikidata.org/entity/Q3363630	parapsykolog	parapsychologist
http://www.wikidata.org/entity/Q13590141	programledare	presenter
http://www.wikidata.org/entity/Q3349700	officer i franska marinen	Officer of the French Navy
http://www.wikidata.org/entity/Q3357567	fotomodell	fashion model
http://www.wikidata.org/entity/Q3352171	sous-chef de cuisine	sous-chef
http://www.wikidata.org/entity/Q15301511	vasmålare	vase painter
http://www.wikidata.org/entity/Q15306067	triathlet	triathlete
http://www.wikidata.org/entity/Q20971250	filmhistoriker	film historian
http://www.wikidata.org/entity/Q20972719	flygtekniker	aeronautical engineer
http://www.wikidata.org/entity/Q8963721	genealog	genealogist
http://www.wikidata.org/entity/Q15142825	kristallograf	crystallographer
http://www.wikidata.org/entity/Q15143181	rymdforskare	space scientist
http://www.wikidata.org/entity/Q15143191	vetenskapskommunikatör	science communicator
http://www.wikidata.org/entity/Q20771242	gallerist	gallerist
http://www.wikidata.org/entity/Q20856740	ljudboksinläsare	audiobook narrator
http://www.wikidata.org/entity/Q20857490	pastellmålare	pastellist
http://www.wikidata.org/entity/Q15117302	volleybollspelare	volleyball player
http://www.wikidata.org/entity/Q15117395	bancyklist	track cyclist
http://www.wikidata.org/entity/Q15117415	crosscyklist	cyclo-cross cyclist
http://www.wikidata.org/entity/Q15284879	spacklare	plasterer
http://www.wikidata.org/entity/Q15255771	sinolog	sinologist
http://www.wikidata.org/entity/Q15214752	kabaréartist	cabaret artist
http://www.wikidata.org/entity/Q3306125	stolmakare	chair maker
http://www.wikidata.org/entity/Q3303330	kalligraf	calligrapher
http://www.wikidata.org/entity/Q8246794	bloggare	blogger
http://www.wikidata.org/entity/Q1658894	illusionist	illusionist
http://www.wikidata.org/entity/Q1657500	allmoseutdelare	almoner
http://www.wikidata.org/entity/Q1662081	industrimekaniker	industrial mechanic
http://www.wikidata.org/entity/Q1660363	importör	importer
http://www.wikidata.org/entity/Q20481199	samordnare	coordinator
http://www.wikidata.org/entity/Q20540007	poolspelare	pool player
http://www.wikidata.org/entity/Q3332711	medeltidshistoriker	medievalist
http://www.wikidata.org/entity/Q3381574	byggnadsfotograf	architectural photographer
http://www.wikidata.org/entity/Q3387717	teaterregissör	theatrical director
http://www.wikidata.org/entity/Q20020377	kulturkritiker	cultural critic
http://www.wikidata.org/entity/Q20002503	story artist	story artist
http://www.wikidata.org/entity/Q20088923	laryngolog	laryngologist
http://www.wikidata.org/entity/Q20031249	IT-konsult	IT consultant
http://www.wikidata.org/entity/Q3501317	modeskapare	fashion designer
http://www.wikidata.org/entity/Q20743624	etruskolog	etruscologist
http://www.wikidata.org/entity/Q20751891	brasiliansk jiu-jitsu-utövare	Brazilian jiu-jitsu practitioner
http://www.wikidata.org/entity/Q20756907	diabetolog	diabetologist
http://www.wikidata.org/entity/Q15295720	pokerspelare	poker player
http://www.wikidata.org/entity/Q15296811	tecknare	drawer
http://www.wikidata.org/entity/Q9355558	film ackompanjatör	film accompanist
http://www.wikidata.org/entity/Q15618890	buktalare	ventriloquist
http://www.wikidata.org/entity/Q15479268	Notarius publicus	notary public
http://www.wikidata.org/entity/Q15623737	glaciolog	glaciologist
http://www.wikidata.org/entity/Q3476620	tevespelsförfattare	video game writer
http://www.wikidata.org/entity/Q1708232	medaljkonstnär	medalist
http://www.wikidata.org/entity/Q21009864	fiolbyggare	violin maker
http://www.wikidata.org/entity/Q21057452	strandfotbollsspelare	beach soccer player
http://www.wikidata.org/entity/Q3546255	oceanograf	oceanographer
http://www.wikidata.org/entity/Q3566741	spårvagnsförare	motorman
http://www.wikidata.org/entity/Q1666223	mellanhand	intermediary
http://www.wikidata.org/entity/Q1685363	propagandist	propagandist
http://www.wikidata.org/entity/Q1674312	lumpsamlare	rag-and-bone man
http://www.wikidata.org/entity/Q1735282	kassör	cashier
http://www.wikidata.org/entity/Q10295465	hydrograf	hydrographer
http://www.wikidata.org/entity/Q10355417	marknadsförare	advertising person
http://www.wikidata.org/entity/Q10349745	racerbilförare	racing automobile driver
http://www.wikidata.org/entity/Q15432439	trädgårdsingenjör	garden designer
http://www.wikidata.org/entity/Q15319501	samhällsvetare	social scientist
http://www.wikidata.org/entity/Q15407654	lekman	layperson
http://www.wikidata.org/entity/Q15401884	medicinsk forskare	medical researcher
http://www.wikidata.org/entity/Q10334002	musikterapeut	music therapist
http://www.wikidata.org/entity/Q10333969	museolog	museologist
http://www.wikidata.org/entity/Q3393065	fotterapeut	podiatrist
http://www.wikidata.org/entity/Q3408743	Lensmand	seignory
http://www.wikidata.org/entity/Q3410028	psykoanalytiker	psychoanalyst
http://www.wikidata.org/entity/Q3401082	krigspoet	war poet
http://www.wikidata.org/entity/Q3406651	radioproducent	radio producer
http://www.wikidata.org/entity/Q15041977	rugby union-tränare	rugby union coach
http://www.wikidata.org/entity/Q15055408	riksråd	Riksråd
http://www.wikidata.org/entity/Q1781198	agronom	agronomist
http://www.wikidata.org/entity/Q1779946	rallare	Navvy
http://www.wikidata.org/entity/Q1780490	kommunard	communard
http://www.wikidata.org/entity/Q1779650	konstruktör	design engineer
http://www.wikidata.org/entity/Q1757103	ishockeydomare	official (ice hockey)
http://www.wikidata.org/entity/Q1757008	regiassistent	assistant director
http://www.wikidata.org/entity/Q15816836	bakteriolog	bacteriologist
http://www.wikidata.org/entity/Q15819198	handskmakare	glover
http://www.wikidata.org/entity/Q9648008	banjoist	banjoist
http://www.wikidata.org/entity/Q1759246	teaterproducent	theatrical producer
http://www.wikidata.org/entity/Q1760141	städare	cleaner
http://www.wikidata.org/entity/Q1723189	kammarjunkare	valet de chambre
http://www.wikidata.org/entity/Q1716419	svarvare	turner
http://www.wikidata.org/entity/Q1722406	receptionist	receptionist
http://www.wikidata.org/entity/Q21550489	konceptkonstnär	conceptual artist
http://www.wikidata.org/entity/Q21584816	talmudist	talmudist
http://www.wikidata.org/entity/Q21560152	specialeffektsansvarig	special effects artist
http://www.wikidata.org/entity/Q21550346	estetiker	aesthetician
http://www.wikidata.org/entity/Q15839237	neuropatolog	neuropathologist
http://www.wikidata.org/entity/Q15839206	molekylärbiolog	molecular biologist
http://www.wikidata.org/entity/Q15839158	molekylärgenetiker	molecular geneticist
http://www.wikidata.org/entity/Q10474533	distriktsläkare	district doctor
http://www.wikidata.org/entity/Q10429346	bibliograf	bibliographer
http://www.wikidata.org/entity/Q10429561	bildpedagog	drawing teacher
http://www.wikidata.org/entity/Q10430159	bisättare	funeral hearse driver
http://www.wikidata.org/entity/Q10432025	boendestöd	Housing Support
http://www.wikidata.org/entity/Q21166956	lutspelare	lutenist
http://www.wikidata.org/entity/Q21178131	porträttkonstnär	portraitist
http://www.wikidata.org/entity/Q21169216	aktris	actress
http://www.wikidata.org/entity/Q21185790	exeget	exegete
http://www.wikidata.org/entity/Q1784753	repetitör	répétiteur
http://www.wikidata.org/entity/Q1785507	stallmästare	equerry
http://www.wikidata.org/entity/Q3411358	pyrotekniker	pyrotechnician
http://www.wikidata.org/entity/Q15632482	epistemolog	epistemologist
http://www.wikidata.org/entity/Q15632632	epigrafiker	epigrapher
http://www.wikidata.org/entity/Q21117684	bildvävare	tapestry weaver
http://www.wikidata.org/entity/Q21121588	roddtränare	rowing coach
http://www.wikidata.org/entity/Q21141393	sjukampare	heptathlete
http://www.wikidata.org/entity/Q15707582	mannekäng	runway model
http://www.wikidata.org/entity/Q15634281	virolog	virologist
http://www.wikidata.org/entity/Q3400985	akademiker	academic
http://www.wikidata.org/entity/Q3400050	krukmakare	potter
http://www.wikidata.org/entity/Q1731155	orientalist	orientalist
http://www.wikidata.org/entity/Q1734662	kartograf	cartographer
http://www.wikidata.org/entity/Q1726903	kriminalare	criminalist
http://www.wikidata.org/entity/Q3621491	arkeolog	archaeologist
http://www.wikidata.org/entity/Q3610436	personlig stylist	personal stylist
