person	personLabelSv	cityOfBirth	occupationLabelsSv	occupationLabelsEn	sitelinks	occupationLabelsDe	occupationLabelsEs
http://www.wikidata.org/entity/Q5578550	Oscar Bladh	http://www.wikidata.org/entity/Q744491	fotograf	photographer	4	Fotograf	fotógrafo
http://www.wikidata.org/entity/Q5561255	Jonathan Asp	http://www.wikidata.org/entity/Q2211	fotbollsspelare	association football player	4	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q5499523	Fredrik Sonntag	http://www.wikidata.org/entity/Q738338	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q4946849	Anna Enocsson	http://www.wikidata.org/entity/Q21166	tävlingscyklist	sport cyclist	4	Radrennfahrer	ciclista
http://www.wikidata.org/entity/Q5553204	Gert Nilsson	http://www.wikidata.org/entity/Q2211	fotbollsspelare	association football player	4	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q18246514	Jan Thesleff	http://www.wikidata.org/entity/Q2167	diplomat	diplomat	4	Diplomat	diplomático
http://www.wikidata.org/entity/Q4919771	Björn Svensson	http://www.wikidata.org/entity/Q744491	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q16228941	Jonas Gunnarsson	http://www.wikidata.org/entity/Q1001905	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q536766	Ingrid Dahlberg	http://www.wikidata.org/entity/Q611013	journalist, regissör, filmproducent	journalist, director, film producer	4	Journalist, Regisseur, Filmproduzent	periodista, realizador, productor de cine
http://www.wikidata.org/entity/Q24452300	Kalle Ekelund	http://www.wikidata.org/entity/Q930238	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q18330537	Thomas Karlsson	http://www.wikidata.org/entity/Q2167	botaniker	botanist	4	Botaniker	botánico
http://www.wikidata.org/entity/Q5779550	Erik Gyllenstolpe	http://www.wikidata.org/entity/Q847769	tiokampare	decathlete	4	Zehnkämpfer	decatleta
http://www.wikidata.org/entity/Q5740646	Jonas Fransson	http://www.wikidata.org/entity/Q988403	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q47520911	Jack Thurin	http://www.wikidata.org/entity/Q21166	handbollsspelare	handball player	4	Handballspieler	balonmanista
http://www.wikidata.org/entity/Q20156215	Eric Virgin	http://www.wikidata.org/entity/Q21166	militär	military personnel	4	Militär	militar
http://www.wikidata.org/entity/Q6012273	Sigvard Nilsson-Thurneman	http://www.wikidata.org/entity/Q930262	översättare	translator	4	Übersetzer	traductor
http://www.wikidata.org/entity/Q65030551	Karl Henriksson	http://www.wikidata.org/entity/Q2211	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q22314034	Leif Freij	http://www.wikidata.org/entity/Q2211	brottare	amateur wrestler	4	Ringer	luchador
http://www.wikidata.org/entity/Q828256	Bertil Sjöberg	http://www.wikidata.org/entity/Q2211	målare, tecknare	painter, drawer	4	Maler, Zeichner	pintor, dibujante
http://www.wikidata.org/entity/Q1714963	Jårg Geismar	http://www.wikidata.org/entity/Q1016057	målare, konstnär, videokonstnär, installationskonstnär	painter, artist, video artist, installation artist	4	Künstler, Maler, Videokünstler, Installationskünstler	artista, pintor, videoartista, artista de instalaciones
http://www.wikidata.org/entity/Q17496514	Kenneth Ekman	http://www.wikidata.org/entity/Q744491	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q7166746	Per Lindholm	http://www.wikidata.org/entity/Q847665	brottare	amateur wrestler	4	Ringer	luchador
http://www.wikidata.org/entity/Q4968079	Alida Morberg	http://www.wikidata.org/entity/Q1016712	skådespelare	actor	4	Schauspieler	actor
http://www.wikidata.org/entity/Q786798	Harry Schüssler	http://www.wikidata.org/entity/Q2211	schackspelare	chess player	4	Schachspieler	ajedrecista
http://www.wikidata.org/entity/Q26213157	Sven Brandel	http://www.wikidata.org/entity/Q2167	arkitekt	architect	4	Architekt	arquitecto
http://www.wikidata.org/entity/Q16649178	Lars-Erik Englund	http://www.wikidata.org/entity/Q935348	militär, pilot	military personnel, aircraft pilot	4	Militär, Pilot	militar, aviador
http://www.wikidata.org/entity/Q5561426	Sven Aspling	http://www.wikidata.org/entity/Q847769	journalist, politiker	journalist, politician	4	Politiker, Journalist	político, periodista
http://www.wikidata.org/entity/Q4951135	Gunna Grähs	http://www.wikidata.org/entity/Q847769	serieskapare	comics artist	4	Comiczeichner	historietista
http://www.wikidata.org/entity/Q3323996	Morgan Samuelsson	http://www.wikidata.org/entity/Q586179	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q21014362	Emil Sylvegård	http://www.wikidata.org/entity/Q2211	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q182734	Albin Hagström	http://www.wikidata.org/entity/Q935348	affärsman, instrumentmakare	businessperson, musical instrument maker	4	Geschäftsmann, Musikinstrumentenbauer	empresario, fabricante de instrumentos musicales
http://www.wikidata.org/entity/Q26260672	Elsa Andersson	http://www.wikidata.org/entity/Q2211	konstnär	artist	4	Künstler	artista
http://www.wikidata.org/entity/Q19371724	Anna Östling	http://www.wikidata.org/entity/Q988275	seglare	sailor	4	Segler	regatista
http://www.wikidata.org/entity/Q4978581	Elin Sigvardsson	http://www.wikidata.org/entity/Q599114	kompositör, sångare	composer, singer	4	Komponist, Sänger	compositor, cantante
http://www.wikidata.org/entity/Q6053893	Jerker Porath	http://www.wikidata.org/entity/Q930262	universitetslärare, biokemist	university teacher, biochemist	4	Biochemiker, Hochschullehrer	bioquímico, profesor universitario
http://www.wikidata.org/entity/Q75066	Margareta Strömstedt	http://www.wikidata.org/entity/Q744491	författare, journalist	writer, journalist	4	Schriftsteller, Journalist	escritor, periodista
http://www.wikidata.org/entity/Q16633407	Lucas Sandström	http://www.wikidata.org/entity/Q985617	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q57293781	Simon Holmström	http://www.wikidata.org/entity/Q988403	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q5708912	Tommy Eliasson	http://www.wikidata.org/entity/Q586179	alpin skidåkare, freestyleskidåkare	alpine skier, freestyle skier	4	Skirennläufer, Freistil-Skifahrer	esquiador alpino, esquiador acrobático
http://www.wikidata.org/entity/Q64950473	Elinore Johansson	http://www.wikidata.org/entity/Q847665	handbollsspelare	handball player	4	Handballspieler	balonmanista
http://www.wikidata.org/entity/Q18649252	Mikael Dahlqvist	http://www.wikidata.org/entity/Q1012813	politiker	politician	4	Politiker	político
http://www.wikidata.org/entity/Q5957693	Robin Lindqvist	http://www.wikidata.org/entity/Q586179	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q22812982	Roland Svensson	http://www.wikidata.org/entity/Q2211	brottare	amateur wrestler	4	Ringer	luchador
http://www.wikidata.org/entity/Q20745126	Sebastian Ohlsson	http://www.wikidata.org/entity/Q271257	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q24450495	Andrea Thorisson	http://www.wikidata.org/entity/Q2211	fotbollsspelare	association football player	4	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q22957721	Gisela Thidholm	http://www.wikidata.org/entity/Q2211	simmare	swimmer	4	Schwimmer	nadador
http://www.wikidata.org/entity/Q3180420	Johan Laurentz	http://www.wikidata.org/entity/Q215832	arkitekt	architect	4	Architekt	arquitecto
http://www.wikidata.org/entity/Q41104927	Ann-Marie Karlsson	http://www.wikidata.org/entity/Q985616	längdskidåkare	cross-country skier	4	Skilangläufer	esquiador de fondo
http://www.wikidata.org/entity/Q18747059	Bert Carpelan	http://www.wikidata.org/entity/Q1016368	militär	military personnel	4	Militär	militar
http://www.wikidata.org/entity/Q865160	Birger Forell	http://www.wikidata.org/entity/Q746839	präst	priest	4	Priester	sacerdote
http://www.wikidata.org/entity/Q5555499	Mattias Andersson	http://www.wikidata.org/entity/Q271335	ingenjör, racerbilförare	engineer, racing automobile driver	4	Ingenieur, Autorennfahrer	ingeniero, piloto de automovilismo
http://www.wikidata.org/entity/Q3370093	Pia Nilsson	http://www.wikidata.org/entity/Q930262	politiker	politician	4	Politiker	político
http://www.wikidata.org/entity/Q3438464	Sixten Isberg	http://www.wikidata.org/entity/Q271138	alpin skidåkare	alpine skier	4	Skirennläufer	esquiador alpino
http://www.wikidata.org/entity/Q6215401	Rasmus Troedsson	http://www.wikidata.org/entity/Q2211	skådespelare, författare	actor, writer	4	Schriftsteller, Schauspieler	escritor, actor
http://www.wikidata.org/entity/Q887352	Bo Christian Larsson	http://www.wikidata.org/entity/Q215832	konstnär	artist	4	Künstler	artista
http://www.wikidata.org/entity/Q5218042	Daniel Mannberg	http://www.wikidata.org/entity/Q586179	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q5620998	Gustaf Lindvall	http://www.wikidata.org/entity/Q586179	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q5708819	Jonas Eliasson	http://www.wikidata.org/entity/Q215832	forskare, akademiker	researcher, academic	4	Forscher, Akademiker	investigador, académico
http://www.wikidata.org/entity/Q5591602	Magnus Bäcklund	http://www.wikidata.org/entity/Q215832	sångare, pilot	singer, aircraft pilot	4	Sänger, Pilot	cantante, aviador
http://www.wikidata.org/entity/Q3492112	Aron Modig	http://www.wikidata.org/entity/Q746839	politiker	politician	4	Politiker	político
http://www.wikidata.org/entity/Q11686241	Anna Hellman	http://www.wikidata.org/entity/Q642964	snowboardåkare	snowboarder	4	Snowboarder	snowboarder
http://www.wikidata.org/entity/Q5499454	Fredrik Eriksson	http://www.wikidata.org/entity/Q215832	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q5619156	Gunnar Tjörnebo	http://www.wikidata.org/entity/Q2454640	hinderlöpare	steeplechase runner	4	Hindernisläufer	corredor de obstáculos
http://www.wikidata.org/entity/Q4992745	Rutger Macklean	http://www.wikidata.org/entity/Q2458955	militär, bonde, politiker	military personnel, farmer, politician	4	Militär, Politiker, Landwirt	militar, político, agricultor
http://www.wikidata.org/entity/Q1606276	Henrik Jansson	http://www.wikidata.org/entity/Q271138	snowboardåkare	snowboarder	4	Snowboarder	snowboarder
http://www.wikidata.org/entity/Q4956751	Kerstin af Jochnick	http://www.wikidata.org/entity/Q254017	bankman, nationalekonom, affärsman	banker, economist, businessperson	4	Geschäftsmann, Bankier, Wirtschaftswissenschaftler	empresario, banquero, economista
http://www.wikidata.org/entity/Q4982775	Ylva Thörn	http://www.wikidata.org/entity/Q271335	ämbetsman, fackföreningsperson	civil servant, trade unionist	4	Staatsdiener, Gewerkschafter	funcionario, sindicalista
http://www.wikidata.org/entity/Q5713267	Rolf Engströmer	http://www.wikidata.org/entity/Q642964	arkitekt	architect	4	Architekt	arquitecto
http://www.wikidata.org/entity/Q6228891	Lars-Erik Wahlgren	http://www.wikidata.org/entity/Q271257	militär	military personnel	4	Militär	militar
http://www.wikidata.org/entity/Q7606118	Stefan Hansson	http://www.wikidata.org/entity/Q202408	fotbollstränare, fotbollsspelare	association football manager, association football player	4	Fußballtrainer, Fußballspieler	entrenador de fútbol, futbolista
http://www.wikidata.org/entity/Q5572416	Jonas Berglund	http://www.wikidata.org/entity/Q255003	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q17049934	Kalis Loyd	http://www.wikidata.org/entity/Q2211	basketspelare	basketball player	4	Basketballspieler	baloncestista
http://www.wikidata.org/entity/Q7166706	Per Hjertquist	http://www.wikidata.org/entity/Q654299	tennisspelare	tennis player	4	Tennisspieler	tenista
http://www.wikidata.org/entity/Q18398160	Adrian Granat	http://www.wikidata.org/entity/Q2211	boxare	boxer	4	Boxer	boxeador
http://www.wikidata.org/entity/Q17114129	Kajsa Zetterquist	http://www.wikidata.org/entity/Q654308	målare	painter	4	Maler	pintor
http://www.wikidata.org/entity/Q18045349	Jim Eric Pettersson	http://www.wikidata.org/entity/Q2211	brottare	amateur wrestler	4	Ringer	luchador
http://www.wikidata.org/entity/Q7088477	Olof Krans	http://www.wikidata.org/entity/Q2445921	konstnär	artist	4	Künstler	artista
http://www.wikidata.org/entity/Q43303365	Olle Lycksell	http://www.wikidata.org/entity/Q654268	ishockeyspelare	ice hockey player	4	Eishockeyspieler	jugador de hockey sobre hielo
http://www.wikidata.org/entity/Q60732958	Viktor Wärnick	http://www.wikidata.org/entity/Q746839	politiker, jurist	politician, jurist	4	Jurist, Politiker	jurista, político
http://www.wikidata.org/entity/Q6254703	Richard Åbrink	http://www.wikidata.org/entity/Q2549927	spjutkastare	javelin thrower	4	Speerwerfer	lanzador de jabalina
http://www.wikidata.org/entity/Q3731738	Erik Sandvärn	http://www.wikidata.org/entity/Q259046	fotbollsspelare	association football player	4	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q3373148	Petra Brylander	http://www.wikidata.org/entity/Q259046	skådespelare	actor	4	Schauspieler	actor
http://www.wikidata.org/entity/Q3788059	Håkan Larsson	http://www.wikidata.org/entity/Q259046	basketspelare	basketball player	4	Basketballspieler	baloncestista
http://www.wikidata.org/entity/Q4766183	Ann-Mari Adamsson	http://www.wikidata.org/entity/Q933760	skådespelare	actor	4	Schauspieler	actor
http://www.wikidata.org/entity/Q5960769	Lennart Ljung	http://www.wikidata.org/entity/Q2211	ingenjör, statistiker	engineer, statistician	4	Ingenieur, Statistiker	ingeniero, estadístico
http://www.wikidata.org/entity/Q60677406	Håkan Brock	http://www.wikidata.org/entity/Q2167	boxare	boxer	4	Boxer	boxeador
http://www.wikidata.org/entity/Q6758364	Marcus Olofsson	http://www.wikidata.org/entity/Q746839	fotbollsspelare	association football player	4	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q5600476	Dick Börjesson	http://www.wikidata.org/entity/Q748559	militär, sjöofficer	military personnel, naval officer	4	Militär, Marineoffizier	militar, oficial naval
http://www.wikidata.org/entity/Q5545460	Dag Albert	http://www.wikidata.org/entity/Q748559	fälttävlansryttare, ryttare	event rider, equestrian	4	Reiter, Vielseitigkeitsreiter	jinete hípico, jinete de evento
http://www.wikidata.org/entity/Q55743771	Tadeusz Wieloch	http://www.wikidata.org/entity/Q2167	forskare, neurobiolog	researcher, neurobiologist	4	Neurobiologe, Forscher	neurobiólogo, investigador
http://www.wikidata.org/entity/Q57252738	Helena Thorfinn	http://www.wikidata.org/entity/Q2167	journalist, författare, romanförfattare	journalist, author, novelist	4	Journalist, Autor, Romancier	periodista, autor, novelista
http://www.wikidata.org/entity/Q82720334	Henrik Nordström	http://www.wikidata.org/entity/Q254953	långdistanslöpare	long-distance runner	4	Langstreckenläufer	fondista
http://www.wikidata.org/entity/Q9303204	Ragnar Ek	http://www.wikidata.org/entity/Q748559	roddare	rower	4	Ruderer	remero
http://www.wikidata.org/entity/Q5968328	Markus Lutteman	http://www.wikidata.org/entity/Q669660	romanförfattare, journalist	novelist, journalist	4	Journalist, Romancier	periodista, novelista
http://www.wikidata.org/entity/Q101532118	Mouhammed-Ali Dhaini	http://www.wikidata.org/entity/Q748559	fotbollsspelare	association football player	4	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q11714333	Ivan Simonsson	http://www.wikidata.org/entity/Q748559	roddare	rower	4	Ruderer	remero
http://www.wikidata.org/entity/Q11727957	John Niklasson	http://www.wikidata.org/entity/Q748559	roddare	rower	4	Ruderer	remero
http://www.wikidata.org/entity/Q5960456	Roman Livaja	http://www.wikidata.org/entity/Q2211	taekwondoutövare	taekwondo athlete	4	Taekwondoka	taekwondista
