person	personLabelSv	cityOfBirth	occupationLabelsDe	occupationLabelsEs	sitelinks
http://www.wikidata.org/entity/Q6845621	Mikael Ohlsson	http://www.wikidata.org/entity/Q25413	Unternehmer, Chief Executive Officer	emprendedor, director ejecutivo	6
http://www.wikidata.org/entity/Q439943	Eva-Marie Liffner	http://www.wikidata.org/entity/Q25287	Schriftsteller, Autor, Journalist	escritor, autor, periodista	6
http://www.wikidata.org/entity/Q422086	Otto Salomon	http://www.wikidata.org/entity/Q25287	Pädagoge	pedagogo	6
http://www.wikidata.org/entity/Q3363827	Carina Ohlsson	http://www.wikidata.org/entity/Q15813795	Politiker	político	6
http://www.wikidata.org/entity/Q99955319	Yahya Kalley	http://www.wikidata.org/entity/Q1995123	Fußballspieler	futbolista	6
http://www.wikidata.org/entity/Q382544	Ove Johansson	http://www.wikidata.org/entity/Q25287	American-Football-Spieler	jugador de fútbol americano	6
http://www.wikidata.org/entity/Q4957348	Charlotta Jonsson	http://www.wikidata.org/entity/Q25579	Bühnenschauspieler, Filmschauspieler, Synchronsprecher	actor de teatro, actor de cine, actor de doblaje	6
http://www.wikidata.org/entity/Q262089	Magnus Alkarp	http://www.wikidata.org/entity/Q25286	Musiker, Prähistoriker, Archäologe	músico, prehistoriador, arqueólogo	6
http://www.wikidata.org/entity/Q440377	Marlies Veldhuijzen van Zanten-Hyllner	http://www.wikidata.org/entity/Q25287	Lehrer, Politiker, Arzt	profesor, político, médico	6
http://www.wikidata.org/entity/Q5996964	Ingemar Mundebo	http://www.wikidata.org/entity/Q2238302	Politiker, Staatsdiener	político, funcionario	6
http://www.wikidata.org/entity/Q4353002	Anders Danielsson	http://www.wikidata.org/entity/Q2043041	Jurist, Staatsdiener	jurista, funcionario	6
http://www.wikidata.org/entity/Q365356	Timo Räisänen	http://www.wikidata.org/entity/Q25287	Sänger, Musiker	cantante, músico	6
http://www.wikidata.org/entity/Q668443	Josefine Ridell	http://www.wikidata.org/entity/Q1995123	Sänger	cantante	6
http://www.wikidata.org/entity/Q4730772	Allan Larsson	http://www.wikidata.org/entity/Q3283889	Politiker, Staatsdiener, Journalist, Gewerkschafter	político, funcionario, periodista, sindicalista	6
http://www.wikidata.org/entity/Q4916289	Birgitta Ahlqvist	http://www.wikidata.org/entity/Q3253869	Politiker	político	6
http://www.wikidata.org/entity/Q5811070	Weiron Holmberg	http://www.wikidata.org/entity/Q25287	Schauspieler, Fernsehschauspieler	actor, actor de televisión	6
http://www.wikidata.org/entity/Q6246167	Christopher Wollter	http://www.wikidata.org/entity/Q3087656	Schauspieler, Filmschauspieler	actor, actor de cine	6
http://www.wikidata.org/entity/Q30331222	SHY Martin	http://www.wikidata.org/entity/Q2150183	Songschreiber, Sänger, Singer-Songwriter	compositor de canciones, cantante, cantautor	6
http://www.wikidata.org/entity/Q16594454	Caroline von Knorring	http://www.wikidata.org/entity/Q25287	Fotograf	fotógrafo	6
http://www.wikidata.org/entity/Q20064712	Jesper Lindgren	http://www.wikidata.org/entity/Q25579	Eishockeyspieler	jugador de hockey sobre hielo	6
http://www.wikidata.org/entity/Q16373308	Peter Johannesson	http://www.wikidata.org/entity/Q25287	Handballspieler	balonmanista	6
http://www.wikidata.org/entity/Q26735345	Oskar Sverrisson	http://www.wikidata.org/entity/Q1644288	Fußballspieler	futbolista	6
http://www.wikidata.org/entity/Q16632856	Adam Chennoufi	http://www.wikidata.org/entity/Q25579	Fußballspieler	futbolista	6
http://www.wikidata.org/entity/Q4949703	Jessika Gedin	http://www.wikidata.org/entity/Q3240427	Übersetzer	traductor	6
http://www.wikidata.org/entity/Q3427924	Tobias Karlsson	http://www.wikidata.org/entity/Q2607926	Tänzer	bailarín	6
http://www.wikidata.org/entity/Q1161025	Daniel Hallingström	http://www.wikidata.org/entity/Q2670538	Fußballspieler	futbolista	6
